Main_Atlas_Number,Main_Display_Name,Interior_Summary,Interior_Water_Comments,Interior_Surface_Comments,Interior_Excavation_Comments,Interior_Geophysics_Comments,Interior_Water_None,Interior_Water_Spring,Interior_Water_Stream,Interior_Water_Pool,Interior_Water_Flush,Interior_Water_Well,Interior_Water_Other,Interior_Surface_None,Interior_Surface_Round,Interior_Surface_Rectangular,Interior_Surface_Curvilinear,Interior_Surface_Roundhouse,Interior_Surface_Pit,Interior_Surface_Quarry,Interior_Surface_Other,Interior_Excavation_None,Interior_Excavation_Pit,Interior_Excavation_Posthole,Interior_Excavation_Roundhouse,Interior_Excavation_Rectangular,Interior_Excavation_Road,Interior_Excavation_Quarry,Interior_Excavation_Other,Interior_Excavation_Nothing,Interior_Geophysics_None,Interior_Geophysics_Pit,Interior_Geophysics_Roundhouse,Interior_Geophysics_Rectangular,Interior_Geophysics_Road,Interior_Geophysics_Quarry,Interior_Geophysics_Other,Interior_Geophysics_Nothing
2135,"Dinefwr Castle, Carmarthenshire (Castell Dinefwr; Dynefor Castle; Dinevor Castle)",None,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2136,"y Gaer Fawr, Carn Goch, Carmarthenshire (y Gaer Fawr)","Traces of single roundhouse as almost circular levelled platform, 14m diameter on S. Two roughly rectangular structures stand in centre of the hillfort, possibly medieval house and fold. Possible standing stone in S part of the interior identified by RCAHMW 2009. Pottery fragment, possibly wheel-turned, found in the saddle W of the fort.",Pool on site.,"Traces of single roundhouse as almost circular levelled platform, 14m diameter on S. Two roughly rectangular structures stand in centre of the hillfort, possibly medieval house and fold. Possible standing stone in S part of the interior identified by RCAHMW 2009.",NA,NA,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2137,"Islay, Lagavulin, An Dunan, Argyll & Bute",Featureless apart from an irregular revetted platform on the highest outcrop and traces of later cultivation,NA,Stone-revetted platform on the top of the highest outcrop forming the summit.,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2138,"Llwyndu Camp, Carmarthenshire (Llwyn Du Camp)",None,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2139,"Islay, Borraichill Mor, Argyll & Bute (Borraniebill Mor; Port Ellen; Brahunissary)",Apart from the later enclosure the interior is featureless,NA,Later enclosure,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2140,"y Gaer Fach,  Carn Goch, Llangadog, Carmarthenshire","Single roundhouse suggested by RCAHMW in 1917, but no trace now.","Nearest water on Y Gaer Fawr, Carn Goch (Atlas No. 2136).","Single roundhouse suggested by RCAHMW in 1917, but no trace now.",NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2141,"Carreg Cegyn, Carmarthenshire",None,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2142,"Gelli Diogyn, Carmarthenshire",None,Stream 0.15 km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2146,"Moat Farm Camp, Carmarthenshire",None,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2147,"Careg Llwyd, Carmarthenshire (Gareg Llwyd; Garreg Llwyd; Mynydd Pembrey (West); Garreg Lwyd; Craig Llwyd)",Evidence of soil deterioration found.,Stream 0.35 km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
2148,"Islay, Portintruan, Argyll & Bute",Featureless apart from a rectangular building and an oval structure,NA,Rectangular building and oval structure,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2149,"Cencoed, Carmarthenshire (Cwm Mawr; Caer Glas)",None,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2150,"Croes Arthur, Carmarthenshire (Cwm Rheiddol; Cwmrheiddol)",None,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2151,"Islay, Port Ellen, Borraichill Mor, Argyll & Bute",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2152,"Islay, Dun Cheapasaidh Mor, Argyll & Bute",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2153,"Islay, Dun Nosebridge, Argyll & Bute (Neriby; Dun Noesbridge; Mulindry; Upper Laggan Valley)",Cultivated in rigs and otherwise featureless,NA,NA,NA,Nothing found in early resistivity survey (Carter 1961),Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
2154,"Islay, Dun Guaidhre, Argyll & Bute (Dun Guaire; Kilmeny)",Featureless apart from what is probably a later rectangular enclosure,NA,Rectangular enclosure,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2155,"Islay, Bridgend, Argyll & Bute",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2156,"Islay, Bridgend, Borraichill Mor, Argyll & Bute",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2157,"Islay, Rubha Bhollsa, Argyll & Bute (Rubha Bholsa)",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2158,"Islay, Sgairail, Argyll & Bute",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2159,"Islay, Gortantaoid, Argyll & Bute",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2160,"Oronsay, Dun Domhnuill, Argyll & Bute (Oronsay House)",Featureless apart from two oval huts built over the collapsed wall,NA,Later oval huts,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2161,"Colonsay, Dun Uragaig, Argyll & Bute",Stone footings of at least five circular structures immediately to the rear of the wall and a small circular platform.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2162,"Colonsay, Meall Lamalum, Argyll & Bute","A small platform lies immediately within the entrance through the inner wall, and there are a further three on the summit area of the promontory",NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2163,"Colonsay, Dun Tealtaig, Argyll & Bute",Possible rectangular building and associated garden plots,NA,Small enclosures,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2164,"Colonsay, Dun Cholla, Argyll & Bute",Featureless apart from two later enclosures and a length of wall,NA,Two later enclosures,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2165,"Colonsay, Dun Eibhinn, Argyll & Bute",Occupied by rectangular buildings,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2166,"Colonsay, Dun Gallain, Argyll & Bute",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2167,"Islay, Fang a' Chaisteil, Argyll & Bute",Traces of a rectangular building,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2168,"Islay, Lagavulin, Barr An T-Seann Duine, Argyll & Bute","Apart from a modern marker cairn, there is a robbed circular structure about 12m in internal diameter within the interior and several lengths of more recent walling.",NA,Robbed circular structure 12m in internal diameter,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2169,"Islay, Dun Nan Gall, Argyll & Bute",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2170,"Islay, Trudernish Point, Argyll & Bute (Dun Thrudernish; Claggain Bay; Aros Bay)",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2171,"Islay, Mullach Ban, An Dun, Argyll & Bute",Occupied by the dun,NA,Inner stone-walled enclosure or dun,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2172,"Islay, Creagan na Ceardaich Moire, Argyll & Bute",Probable round-house,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2173,"Rugley Wood, Northumberland",No further information,Cawledge burn to S,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2174,"Islay, Dun An Rubha Bhuidhe, Argyll & Bute (Dun An Rudha Bhuide; Claggain Bay; Ardtalla)",Featureless apart from two piles of stones that presumably relate to later activity.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2175,"Islay, Loch Nan Clach, Argyll & Bute",Featureless except for a later animal pen,NA,Later stone walled animal pen,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2176,"Islay, Kintour, Dun Beag, Argyll & Bute",Featureless apart from later shieling huts,NA,Later shieling huts,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2177,"Islay, Port Ellen, The Ard, Argyll & Bute",Traces of two subrectangular hollows lined with upright stones,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2178,"Islay, Carraig Bun Aibhne, Argyll & Bute",Featureless but has probably been cultivated,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2179,"Islay, Port Chubaird, Dunan Buidhe, Argyll & Bute",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2180,"Dunan, Argyll & Bute",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2181,"Jura, Dunan An Raoil, Argyll & Bute (Dun An Roail; Crackaig)",Three small platforms,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2182,"Jura, Creag An Dunain, Argyll & Bute",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2183,"Colonsay, Dun Meadhonach, Argyll & Bute",Featureless apart from three conjoined sub-rectangular or oval huts built out of the rubble from the wall on the W,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2184,"Jura, Druim Loisgte, Argyll & Bute",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2185,"Jura, Ardmenish, An Dunan, Argyll & Bute",Later enclosures and structures are scattered through the interior.,NA,"Various huts, pens, gardens and other structures",NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2187,"Caerau Clungwyn, Carmarthenshire (Caerau, Newchurch; Caerau Clyngwyn)",None,Stream 0.5km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2188,"Merlin's Hill, Carmarthenshire (Merlin's Grove)",None,Stream 0.6km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2189,"Parc-y-Gaer, Abergwili, Carmarthenshire (Pant yr Ystrad)",None,Stream 0.02km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2190,"Parc-Castell, Llangeler, Carmarthenshire (Parc Castell)",None,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2191,"Castell, Pencader, Carmarthenshire (Banc)",None,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2192,"Craig Gwrtheyrn, Carmarthenshire (Craig-Gwrtheyrn; Caer Gwrtheyrn)",None,Afon Teifi 0.2km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2193,"yr Hen Castell, Llanfihangel-Ar-Arth, Carmarthenshire (Hen Castell)",None,Afon Teifi 0.1km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2194,"Castell Pant y Fen, Carmarthenshire",None,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2195,"Castell Pyr, Llanllwni, Carmarthenshire",None,Stream 0.1km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2196,"Cnoc Araich, Argyll & Bute",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2197,"Sron Uamha, Argyll & Bute (Balemacruma)",Featureless apart from a later wall forming an animal enclosure immediately inside the entrance.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2198,"y Fan, Carmarthenshire (Fan Camp)",None,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2199,"Pen-y-Gaer, Meidrim, Carmarthenshire (Bron-y-Gaer I)",None,Stream 0.45km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2201,"Castell-y-Gaer, Newchurch, Carmarthenshire",None,Stream 0.5km outside fort,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2202,"Allt-y-Cnap, Carmarthenshire",None,Stream 0.4km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2204,"Parc Cynog Farm, Carmarthenshire (Parccyn)",Disturbed area in centre possibly modern. Excavation found no dateable finds.,Steam 0.15km outside fort.,Disturbed area in centre possibly modern.,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
2205,"Llanstephan Castle, Carmarthenshire (Llansteffan Castle)",None,Castle water supply. Afon Tywi 0.15km below site.,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2206,"Cullan Doon, Argyll & Bute",Half the interior of the fort is occupied by the dun,NA,The fort is probably overlain by an inner enclosure considered to be a dun,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2207,"Castell Gorwyn, Castell Gorwyn Farm, Carmarthenshire (Parc y Castell)",None,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2208,"Pen-y-Gar, Llanpumsaint, Carmarthenshire (Pen y Gaer; Pen y Gar)",None,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2209,"Achnaclach, Argyll & Bute",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2210,"Balloch Hill, Argyll & Bute (Bealloch Hill)","Three structures were visible overlying the wall of the innermost enclosure and were excavated (Peltenburg 1982), while pits, post-holes and gullies were uncovered elsewhere in the interior, and while few resolved into coherent round-houses, they appear to represent sustained occupation.",NA,Overlay the wall and were excavated.,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No
2211,"Pen y Gaer, Sarnau, Carmarthenshire (Sarnau)",None,Stream 0.02km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2212,"Pencaerau-Bach, Carmarthenshire",None,Stream 0.2km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2214,"Pen-y-Gaer, Abernant, Carmarthenshire",None,Stream 0.05km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2215,"Cilcrug, Carmarthenshire",None,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2216,"Dinas Fawr, Llangeler, Carmarthenshire (Dinas Bran)",Bare rock on site obscures possible undefined undulations in interior.,NA,Bare rock on site obscures possible undefined undulations in interior,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2217,"y Gaer Wen, Carmarthenshire",None,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2218,"Castell Henfryn, Carmarthenshire",None,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2219,"Ranachan Hill, Argyll & Bute","Subrectangular structures overlie the outer enclosure on the NE, but the interior is otherwise featureless",NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2220,"Largiemore, Argyll & Bute (Ballergie Dun)","Featureless, though three possible round-house platforms overlie the defences of the multivallate fort on the N",NA,three possible round-house platforms overlie the defences of the multivallate fort on the N,NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2221,"Westport, Argyll & Bute",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2222,"Machrihanish, Argyll & Bute",Cultivated and featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2223,"Killocraw, Argyll & Bute",Featureless apart from later enclosures,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2224,"Caer Blaen Minog, Carmarthenshire",None,Styream 0.05km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2227,"Gigha, Dun Chibhich, Argyll & Bute",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2228,"Top Castle, Carmarthenshire",None,Stream 0.15km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2229,"Glan-y-Mor Fort, Laugharne, Carmarthenshire",Chance finds of a bronze button and possible later Iron Age or Romano-British pottery. Roman coin found nearby.,Afon Taf 0.1km outside fort.,NA,NA,Nothing of interest found.,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
2230,"Woodreefe Castle, Carmarthenshire (Marros Castle; The Castle, Marros; The Castle, Woodreefe)",None,Stream 0.1km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2231,"Cwm-Felin Boeth, Carmarthenshire (Cwm-Felin Boeth; Drewfach)",None,Stream 0.25 outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2232,"Castle Lloyd Camp, Carmarthenshire (Castle-Lloyd Camp)",None,Stream 0.15km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2233,"Clog-y-Fran, Carmarthenshire (Castell Hill)",None,Afon Taf 0.2km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2234,"Castell Pen-y-Coed, Carmarthenshire",None,Stream 0.15km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2235,"Gigha, Dunan An T-Seasgain, Argyll & Bute",OS observed possible evidence of an oval structure abutting the wall on the N,NA,Oval structure abutting the wall,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2236,"Kildalloig, Argyll & Bute",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2237,"Parc-y-Gaer, Colston, Carmarthenshire (Parc y Gaer; Pant Glas; Parccyn)",None,Stream 0.1km outside fort.,NA,No details of 1905 excavation.,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
2238,"Castell Mawr, Trelech-A'R-Bettws, Carmarthenshire",None,Stream 0.3km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2239,"Pencastell, Llanwinio, Carmarthenshire (Pen-y-Castell)",None,Afon Asen 0.1 km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2240,"Hafod Camp, Carmarthenshire",RCAHM in 1917 recorded that in about 1800 a number of Roman coins were found in the fort.,Afon Gronw 0.07 km outsaide fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2241,"Pen y Gaer Fawr, Penlan, Carmarthenshire (Pengare Vawr; Pangare Vach)",None,Stream 0.3 km outside fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
