Main_Atlas_Number,Main_Display_Name,Investigations_Summary,Related_Investigations
2494,"Iona, Dun Cul Bhuirg, Argyll & Bute (Culbuirg)","RCAHMS collection also contains the excavation archive with photographs and also aerial photographs taken by CUCAP, John Dewar (1969)",1st Identified Written Reference (1850); Excavation (1957); Excavation (1958); Excavation (1959); Excavation (1968); Other (1972); Earthwork Survey (1979); Other (1996); Other (1998)
2495,"Coll, Dun Dulorichan, Argyll & Bute",Coastal Zone Assessment notes several small structures in the vicinity (Moore and Wilson 2002),1st Identified Written Reference (1901); 1st Identified Map Depiction (1972); Earthwork Survey (1975)
2496,"Coll, Dun Morbhaidh, Argyll & Bute (Dun Borbaidh)",Aerial photographs taken by RCAHMS in 1997. No remains identified in Coastal Zone Assessment (Moore and Wilson 2002),1st Identified Written Reference (1900); 1st Identified Map Depiction (1972); Earthwork Survey (1975); Other (1995)
2497,"Mull, Dun An Fheurain, Argyll & Bute (Ardalanish Bay; DunAn Dubh; Port na H-Uillinn; Ardalanis)",NA,Earthwork Survey (1959); Earthwork Survey (1972); 1st Identified Map Depiction (1972); Other (1973); Other (2003)
2498,"Mull, Slochd A'Bhodaich, Argyll & Bute",NA,Earthwork Survey (1973); Other (1973); 1st Identified Map Depiction (1974)
2499,"Mull, EileAn Nan Damh, Argyll & Bute",NA,Earthwork Survey (1973); Other (1973); 1st Identified Map Depiction (1976); Other (1981); Other (2003)
2500,"Mull, Poit na h-i, Argyll & Bute (Torr a' Chaisteal; Pottie)",NA,Earthwork Survey (1973); 1st Identified Map Depiction (1974); Other (2003)
2501,"Mull, Creag a' Chaisteal, Argyll & Bute",NA,1st Identified Written Reference (1959); Earthwork Survey (1959); Excavation (1964); 1st Identified Map Depiction (1972); Earthwork Survey (1978)
2502,"Mull, Cnoc An Teine, Argyll & Bute",NA,1st Identified Written Reference (1974)
2503,"Mull, Dun Haunn, Argyll & Bute (Treshnish)",NA,1st Identified Written Reference (1959); 1st Identified Map Depiction (1972); Earthwork Survey (1974); Other (2003)
2504,"Mull, Dun Haunn, Argyll & Bute (Treshnish)",NA,1st Identified Written Reference (1959); 1st Identified Map Depiction (1972); Earthwork Survey (1974); Other (2003)
2505,"Gometra, Dun Eiphinn, Argyll & Bute",NA,1st Identified Written Reference (1958); 1st Identified Map Depiction (1972); Earthwork Survey (1972); Other (1974)
2506,"Mull, Cillchriosd, Argyll & Bute",NA,Earthwork Survey (1973); 1st Identified Map Depiction (1974)
2507,"Mull, Rubha Nan Oirean, Argyll & Bute",NA,Earthwork Survey (1973); 1st Identified Map Depiction (1974)
2508,"Mull, Dun Guaire, Argyll & Bute (Dun Guaidhre; Croig)",NA,1st Identified Map Depiction (1972); Earthwork Survey (1973); Other (2003)
2509,"Rum, Papadil, Highland","Although Scheduled shortly after its discovery during RCAHMS survey of the island of Rum in 1983, a team from Historic Scotland visited the site and were not convinced of the remains of the wall, evidently confusing it with elements of the lazy beds that are visible on the ridge. Having visited it subsequently for the Historic Land-use Assessment of the Island, there is little doubt that there are the remains of a substantial wall across the NE end of the promontory. (SH)",1st Identified Written Reference (1983)
2510,"Mull, Sloc a' Mhuilt, Argyll & Bute",NA,Earthwork Survey (1973)
2511,"Mull, Dun na Muirgheidh, Argyll & Bute (Dun na Muirheidh; Kilpatrick)",Scheduled 2003,1st Identified Map Depiction (1875); Other (1943); Earthwork Survey (1959); Other (1972); Earthwork Survey (1973); Other (2003); Other (2011)
2512,"Ulva, Ormaig, Argyll & Bute",NA,1st Identified Map Depiction (1972); Earthwork Survey (1972); Other (1998)
2513,"Mull, Dun Mor, Oskamull, Argyll & Bute",NA,1st Identified Written Reference (1973); Earthwork Survey (1976)
2514,"Mull, Dun Ara, Argyll & Bute (Dunara; Dun Ara Castle)","The RCAHMS collection also contains a range of photographs, including aerial photographs taken by RCAHMS Aerial Survey Programme in 2007 and 2009",1st Identified Map Depiction (1877); Other (1934); Other (1942); Other (1959); Other (1960); Other (1964); Other (1972); Earthwork Survey (1973); Other (2003)
2515,"Mull, Mingary, Argyll & Bute (Dun Sgaillean)",Photographed by RCAHMS Aerial Survey Programme in 2007,1st Identified Map Depiction (1972); Earthwork Survey (1972); Other (2003)
2516,"Mull, Mingary, Dun Ban, Argyll & Bute (Quinish Point)",Photographed by RCAHMS Aerial Survey Programme in 2007,1st Identified Map Depiction (1877); Other (1934); Other (1943); Earthwork Survey (1959); Other (1972); Earthwork Survey (1972); Other (2003)
2517,"Mull, Torr A'Chlachain, Argyll & Bute (Torr-a-Clachan)",NA,Earthwork Survey (1959); Earthwork Survey (1972); Other (1972); Other (1985)
2518,"Mull, Eilean Nan Gobhar, Argyll & Bute",Photographed by RCAHMS Aerial Survey Programme in 2009,Earthwork Survey (1973); Other (1974)
2519,"Mull, Torr A'Mhanaich, Argyll & Bute",NA,1st Identified Map Depiction (1974); Earthwork Survey (1978); Other (2003); Other (2010)
2520,"Mull, Torr Aint, Argyll & Bute","The site was also visited in 1993 by R Douglass, but the character of the observations and the features they relate to is uncertain (Douglass 1993).",1st Identified Written Reference (1959); Earthwork Survey (1959); Earthwork Survey (1972); 1st Identified Map Depiction (1972); Other (1985)
2521,"Rubha Aird An Iasgaich, Ardnamurchan, Highland",NA,Earthwork Survey (1972); Other (1995); Other (2004)
2522,"Muck, Caisteal An Duin Bhain, Highland (Port Mor)","The RCAHMS collection also contains an extensive archive of photographs, including oblique views taken by RCAHMS Aerial Survey Programme in 2003.",1st Identified Map Depiction (1809); Other (1877); Earthwork Survey (1925); Other (1972); Earthwork Survey (2002); Other (2004)
2523,"Ardnamurchan, Sanna, Rubha An Duin Bhain, Highland",Photographed by RCAHMS Aerial Survey Programme in 2012,1st Identified Written Reference (1967); 1st Identified Map Depiction (1970); Earthwork Survey (1972); Other (1995); Other (2000)
2524,"Eigg, Poll Duchaill, Highland","RCAHMS collection also contains a large photographic archive for this fort, including aerial photographs taken by RCAHMS Aerial Survey Programme in 2003 and 2011",Earthwork Survey (2001); Other (2004)
2525,"Eigg, Corragan Mor, Highland","RCAHMS collection has an extensive photographic archive for this site, including aerial photographs taken by RCAHMS Aerial Survey Programme in 2003",Earthwork Survey (2002); Other (2004)
2526,"Eigg, Kildonnan, Highland (Rubha na Crannaig)",NA,1st Identified Written Reference (1878); 1st Identified Map Depiction (1972); Other (1974); Earthwork Survey (2001); Other (2004)
2527,"Eigg, An Sgurr, Highland (Scuir of Eigg)","RCAHMS contains an extensive archive of photographs, including aerial photographs taken in 2003",1st Identified Written Reference (1844); Other (1925); Other (1963); 1st Identified Map Depiction (1972); Other (2001)
2528,"Eigg, Garbh Bealach, Highland (Sandavore; Galmisdale)",NA,Earthwork Survey (2001); Other (2004)
2529,"Caisteal Nan Con, Highland (Killundine Castle)","While the tower-house is long known, including a photograph by George Washington Wilson, the underlying fort is first noted in 1943.",1st Identified Written Reference (1943); 1st Identified Map Depiction (1970); Earthwork Survey (1974); Other (1995)
2530,"Mull, Dun Breac, Ardvergnish, Argyll & Bute",NA,1st Identified Map Depiction (1878); Other (1933); Other (1934); Other (1942); Other (1972); Earthwork Survey (1973)
2531,"Auliston Point, Highland",NA,1st Identified Written Reference (1974)
2532,"Eilean Uillne, Highland",Photographed by RCAHMS Aerial Survey Programme in 2011,Earthwork Survey (1974); Other (2003)
2533,"Ardnamurchan, Camas Nan Geall, Highland (Sgeir Fhada)",NA,Earthwork Survey (1972); Other (1995); Other (2004)
2534,"Dun Fhionnairidh, Highland (Fiunary Manse; Drochaid Shalacain; Dunien; Abhainn Shalachain; Dun Fhionnairigh)",NA,1st Identified Written Reference (1794); Other (1872); 1st Identified Map Depiction (1970); Other (1974); Other (2000)
2535,"Eilean Nan Gobhar, Sound of Arisaig, Highland (Eilean Nan Gobhar 1)","Although included by Richard Feachem in his Guide to Prehistoric Scotland (1963, 127), it is not clear whether his brief description is based on a field visit. Samples were included in Helen Nisbets analyses (1974; 1975, 13). Highland HER hold a photographic record.",1st Identified Map Depiction (1873); Earthwork Survey (1880); Other (1970)
2536,"Eilean Nan Gobhar, Sound of Arisaig, Highland (Eilean Nan Gobhar 2)","Although included by Richard Feachem in his Guide to Prehistoric Scotland (1963, 127), it is not clear whether his brief description is based on a field visit. Nor is it clear whether the sample included in Helen Nisbets analyses (1974; 1975, 13) come from this site or its neighbour. Highland HER hold a photographic record.",1st Identified Map Depiction (1873); Earthwork Survey (1880); Other (1970)
2537,"Ardnamurchan, Shielfoot, The Torr, Highland","Heavily wooded, the area has been photographed from the air by RCAHMS Aerial Survey Programme in 1978, 2009 and 2011. Highland HER also hold an archive of photographs.",Other (1866); 1st Identified Map Depiction (1872); Other (1970); Earthwork Survey (1973); Other (2000)
2538,"Rhumach, Highland",NA,1st Identified Written Reference (1994)
2539,"Rubh' Aird Ghamhsgail, Arisaig, Highland (Rubh' Ard Ghaunsgail)","Although included by Richard Feachem in his Guide to Prehistoric Scotland (1963, 127), it is not clear whether his brief description is based on a field visit.",Earthwork Survey (1880); 1st Identified Map Depiction (1899); Other (1968); Other (1970)
2540,"Eilean A'Ghaill, Sound of Arisaig, Highland (Eilean na Ghoil)",NA,1st Identified Written Reference (1905); 1st Identified Map Depiction (1970)
2541,"Eilean An Duin, Craignish, Argyll & Bute","Large archive of photographs in the RCAHMS collection, including aerial views taken by RCAHMS Aerial Survey Programme in 1987 and more recently in 2006",1st Identified Map Depiction (1871); Earthwork Survey (1888); Other (1963); Other (1970); Earthwork Survey (1978); Excavation (1983); Other (1984)
2542,"Bonnach Mor, Argyll & Bute",NA,Earthwork Survey (1983)
2543,"Druim An Achanarnaich, Argyll & Bute",NA,1st Identified Map Depiction (1871); Other (1947); Other (1963); Other (1970); Earthwork Survey (1983)
2544,"Seil, Balvicar, Argyll & Bute (Winterton)",NA,Earthwork Survey (1967); 1st Identified Map Depiction (1971); Other (2006)
2545,"Seil, Cnoc An Tighe Mhoir, Argyll & Bute",NA,1st Identified Map Depiction (1871); Earthwork Survey (1888); Earthwork Survey (1966); Other (1968); Other (1971); Other (2000)
2546,"Seil, Dun Aorain, Argyll & Bute (Ellanbeich)",NA,1st Identified Map Depiction (1871); Earthwork Survey (1888); Earthwork Survey (1966); Excavation (1970); Other (1971); Other (1979)
2547,"Luing, Ballycastle, Argyll & Bute ('North Fort')",NA,1st Identified Map Depiction (1871); Earthwork Survey (1888); Earthwork Survey (1950); Other (1964); Other (1966); Other (1971)
2548,"Luing, Leccamore, Argyll & Bute",NA,1st Identified Map Depiction (1871); Earthwork Survey (1888); Excavation (1892); Excavation (1892); Other (1964); Earthwork Survey (1966); Other (1971)
2549,"Losgann Larnach, Argyll & Bute",NA,1st Identified Map Depiction (1871); Earthwork Survey (1888); Earthwork Survey (1966); Other (1975); Other (1977)
2550,"Lismore, Dun Chruban, Argyll & Bute",NA,1st Identified Map Depiction (1871); Earthwork Survey (1888); Other (1943); Other (1956); Earthwork Survey (1968); Other (1971)
2551,"Garraron, Dun An Garbh-Sroine, Argyll & Bute (DunAn Garbh-Shroine)",NA,1st Identified Written Reference (1843); 1st Identified Map Depiction (1871); Earthwork Survey (1888); Other (1947); Other (1963); Other (1971); Earthwork Survey (1984)
2552,"Hill Park, Argyll & Bute",NA,Earthwork Survey (1984)
2553,"Dun Chonallaich, Argyll & Bute",NA,1st Identified Map Depiction (1872); Earthwork Survey (1888); Other (1955); Other (1963); Other (1970); Earthwork Survey (1983); Earthwork Survey (1984); Other (1992)
2554,"Ingleborough, North Yorkshire","The hillfort was first noted in literature by Phillips (1855) who provided a detailed description and an accurate small scale plan by James Farrer. Field investigation in 1965 and 1977. Detailed survey by RCHME in 1989 (Bowden et al. 1988 and 1989), ref. no. 621877.  A small, 20m by 40m geophysical survey was carried out by Ingleton Archaeology Group in 2000 (Batty and Crack 2000). Features interpreted as possible postholes were detected.  They also noted that no magnetic anomalies which might indicate hearths, were detected within the vicinity of the hut circles",Earthwork Survey (1855); 1st Identified Written Reference (1855); Other (1935); Other (1965); Other (1977); Geophysical Survey (2000); Earthwork Survey (1988-1989)
2555,"Creag A'Chapuill, Argyll & Bute",NA,1st Identified Written Reference (1903); Other (1963); Other (1976); Earthwork Survey (1983)
2556,"Dun na Ban-Oige, Argyll & Bute",Photographed by RCAHMS Aerial Survey Programme in 1983,1st Identified Written Reference (1963); 1st Identified Map Depiction (1970); Earthwork Survey (1983)
2557,"Kintraw, Argyll & Bute",NA,Earthwork Survey (1982); Other (2003)
2558,"Ardanstur, Argyll & Bute (Dun Beag)",The RCAHMS collection contains photographs taken in 1985 by S Driscoll.,1st Identified Map Depiction (1871); Earthwork Survey (1888); Earthwork Survey (1967); Other (1970); Other (1975)
2559,"Ardanstur, Argyll & Bute",RCAHMS collection contains photographs taken by S Driscoll,Earthwork Survey (1967); 1st Identified Map Depiction (1970); Earthwork Survey (1971); Other (1975)
2560,"Ardanstur, Argyll & Bute",The RCAHMS collection include Photographs taken in 1985 by S Driscoll,1st Identified Written Reference (1967); 1st Identified Map Depiction (1970); Other (1975)
2561,"Creag Aoil, Kames, Argyll & Bute (Loch Melfort)",NA,1st Identified Written Reference (1967); 1st Identified Map Depiction (1970); Other (1975); Other (2013)
2562,"Kilmore, Argyll & Bute (Kilmore House)",NA,1st Identified Written Reference (1969); 1st Identified Map Depiction (1971); Other (1992)
2563,"Glen Cruitten, Dunans, Argyll & Bute (Glencruitten Golf Course)","David Christison suggested that the outer wall also extended down the SE flank (1889, 387, fig 15), but this was dismissed as unlikely by the RCAHMS investigators",1st Identified Map Depiction (1870); Earthwork Survey (1888); Other (1964); Other (1967); Other (1978)
2564,"Colagin, Argyll & Bute (Cologin)",NA,Earthwork Survey (1967); Other (1971); Other (1978)
2565,"Dun Uabairtich, Argyll & Bute (Mount Stewart; 'Dun Uamphuirt'; Port Nan Cuilc)",NA,1st Identified Written Reference (1965); Other (1966); Earthwork Survey (1970); 1st Identified Map Depiction (1976); Other (1979)
2566,"Tan-y-Graig, Llanffinan, Isle of Anglesey",GAT prehistoric defended enclosures survey 2004-2005.,Other (2004-2005)
2567,"War Coppice Camp, Surrey (Whitehill; Cardinal's Cap)","In Aubrey's Monumenta Britannica (1665-1693). On 1st Ed OS map (1885-1900), in VCH 1902.. Small excavation by Hope-Taylor in 1950.",Excavation (1950); 1st Identified Written Reference (1665-1693); 1st Identified Map Depiction (1885-1900)
2568,"Castle Hill, Surrey","On Tithe map of Godstone (1842), o1st Ed OS map (1885-1900), small excavation in 1983.",1st Identified Map Depiction (1842); Excavation (1983)
2569,"Dry Hill Camp, Surrey","On 1st Ed OS map (1885-1900), planned by Revd. Downman (1885-1905), excavations in 1932 (Winbolt and Margary)",Excavation (1932); 1st Identified Map Depiction (1885-1900); Earthwork Survey (1885-1905)
2570,"Caesar's Camp, Surrey","In Aubrey's Monumenta Britannica (1665-1693). On Speed's map of Hampshire (17th century). On 1st Ed OS map (1885-1900). Described 1862-3 (Festing). Small excavation 1970 (Riall 1983). LiDAR analysis (BEVARS Citizen Science, 2015).",Excavation (1970); LiDAR Survey (2015); 1st Identified Written Reference (1665-1693); 1st Identified Map Depiction (1601-1700)
2571,"Hillbury, Surrey","On 1:25,000 OS map (1937-61). Small excavation in 1887.",Excavation (1887); 1st Identified Map Depiction (1937-1961)
2572,"Botany Hill, Surrey","Shown on OS 6"" map (1961). Excavation 1993.",1st Identified Map Depiction (1961); Excavation (1993)
2573,"Soldier's Ring, Surrey","On 1st Ed OS map (1885-1900) as a tumulus, earthwork survey (2001).",Earthwork Survey (2001); 1st Identified Map Depiction (1885-1900)
2574,"Holmbury Camp, Surrey","In Aubrey's Monumenta Britannica (1665-1693). The site has been surveyed several times (detailed in Hooker and English 2008b), the first in 1787 and it appears on OS maps from 1870. Excavations in 1930 and 1972-77, geophysical survey in 1974.",Earthwork Survey (1787); 1st Identified Map Depiction (1870); Earthwork Survey (1897); Excavation (1930); Excavation (1974); Geophysical Survey (1974); Other (1975); 1st Identified Written Reference (1665-1693)
