Main_Atlas_Number,Main_Display_Name,Landscape_Altitude,Landscape_Type_Comments,Landscape_Topography_Comments,Landscape_Topography_Dominant,Landscape_Type_Contour,Landscape_Type_Partial,Landscape_Type_Promontory,Landscape_Type_Hillslope,Landscape_Type_Level,Landscape_Type_Marsh,Landscape_Type_Multiple,Landscape_Topography_Hilltop,Landscape_Topography_Coastal,Landscape_Topography_Inland,Landscape_Topography_Valley,Landscape_Topography_Knoll,Landscape_Topography_Ridge,Landscape_Topography_Scarp,Landscape_Topography_Hillslope,Landscape_Topography_Lowland,Landscape_Topography_Spur,Landscape_Aspect_N,Landscape_Aspect_NE,Landscape_Aspect_E,Landscape_Aspect_SE,Landscape_Aspect_S,Landscape_Aspect_SW,Landscape_Aspect_W,Landscape_Aspect_NW,Landscape_Aspect_Level
1713,"Pen-y-Gaer, Afon Soch, Gwynedd (Pen-y-Gaer, Llanengan)",80.0,"Small, oval, multivallate, contour hillfort sited on summit of small hill dominating St Tudwal's Road Bay above the Afon Soch and Abersoch on the Llyn peninsula.  Surrounding slopes N steep, S and E moderate, W moderate to strong.",,Hill top,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1714,"Castell, Llanengan, Gwynedd (Porth Neigwl)",60.0,"Small, univallate, partial contour hillfort sited on edge of high ground on rounded hill rising to whaleback outline running NW-SW and above Porth Neigwl (Hell's Mouth) and Afon Soch on the Llyn peninsula. Surrounding slopes N moderate to strong, S and E moderate, W steep.",,Hill top ridge,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
1715,"Fallburn, South Lanarkshire (Thankerton; Totherin Hill)",280.0,"A very gentle shelving slope, which is effectively level terrain.",,,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1716,"Ballyglass (An Baile Glas), Mayo (Doon-Na-Dell)",5.0,"This coastal promontory is located at Broadhaven Bay, Co. Mayo, projecting NE from the mainland for c. 80m. The headland forms an irregular finger with a level top measuring 15m to 18m across resting on a truncated cone of steep rock outcrop.",,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1717,"St John's Kirk, South Lanarkshire",285.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
1718,"Doorgort East (Achill Island), Mayo (Achill Island) (Porteen)",18.0,This coastal promontory is situated between 'Porteen Bay' and 'Barnynagappul Strand' on Achill Island. It rests on a low plateau of rocks with a deep clay cap over 18m high and covered with light peaty soils. The defences consist of two banks and an intermediate ditch.,,N-facing promontory,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
1719,"Doogort East (Achill Island), Mayo (Achill Island) (Doonagappul)",5.0,"This coastal promontory is situated between 'Pollawaddy Bay' and 'Barnynagappul Strand' on Achill Island, projecting N from the Island into Blacksod Bay.",,N-facing promontory,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
1720,"Doogort East (Achill Island), Mayo (Achill Island) (Doonmore)",5.0,"This coastal stack is situated between 'Pollawaddy Bay' and 'Barnynagappul Strand' on Achill Island, projecting N from the Island into Blacksod Bay.",,The site is overlooked to the E,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
1721,"Cross Ridge, South Lanarkshire",305.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1722,"White Hill, South Lanarkshire",250.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
1723,"Hart Law, Northumberland",335.0,A palisaded enclosure lying at 335m OD on the SE slopes of Hart Law,,SE slopes of Hart Law,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No
1724,"Careg-y-Llam, Pistyll, Gwynedd",120.0,"Small hillfort formerly located at N end of rocky ridge of Penrhyn Glas headland SW of Porth y Nant and NE of Nefyn, Llyn. Sea cliff on W steep and precipitous, gentler to N to Porth Howel and to E and S beyond a narrow saddle inland hills rise gently.",,Coastal headland.,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
1725,"Moel y Gest, Porthmadog, Gwynedd",262.0,"High, isolated and craggy contour hillfort at the W end of rocky ridge dominating the Afon Glaslyn estuary. Very steep surrounding slopes.",,Hill top,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1726,"Carn Pentyrch, Llangybi, Gwynedd (Garn Bentyrch; Garn Pentyrch)",222.0,Contour hillfort located on a prominent hill overlooking the Afon Erch. Moderate to strong surrounding slopes.,,Hill top,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1727,"Craig-y-Dinas, Pontllyfni, Gwynedd",63.0,"Contour hillfort occupying the flat top of a marked spury located above the Afon Llynfi to SE-SW. Steep surrounding slopes to E, S and SW to river.",,Spur,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
1728,"Pen y Gaer, Llanaelhaearn, Gwynedd",389.0,"Small stone-built contour hillfort situated high on isolated prominent spur of Yr Eifl on the Ll_n. Small stone-built contour hillfort situated high on isolated prominent spur of Yr Eifl on the Llyn. Opposite to Carn Pentryrch (Atlas No. 1726). Surrounding slopes moderate to strong to N, steep to E and S, very steep to W.",,Spur,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
1729,"Dinas Emrys, Gwynedd (Cwm-Yr-Ala)",110.0,Contour hillfort located on summit of craggy volcanic outcrop in commanding position above Nant Gwynant and main route through mountains below Llyn Dinas. At confluence of stream and Afon Glaslyn upstream of Beddgelert. Steep surrounding slopes.,,Volcanic outcrop.,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1730,"Moel Dinas, Garreg, Gwynedd",182.0,"Strong site located on Moel Ddinas, a spur on the foothills of the Moelwyn overlooking Traeth Mawr and the Afon Glaslyn. Surrounding slopes steep to N, S and W steep, E moderate to strong.",,Hill top,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1731,"Bryn-y-Castell, Ffestiniog, Gwynedd (Bryn y Castell, Llyn Morwynis; Bryn y Castell Hillfort)",370.0,"Very small contour hillfort located on a prominent, high and steep hillock/knoll at the head of the Vale of Ffestiniog and above Cwm Teigl and Afon Teigl and Afon Gamallt to NW and Llyn Morwynion to SE. Surrounding slopes N, moderate to strong to N, S and W steep, E very steep.",,Hillock/knoll,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1732,"Caer Idris, Isle of Anglesey",50.0,Isolated small wooded and complex for its small size promontory fort on summit of N-E to SW limestone ridge above the Menai Straits. It backs up against lip of the long cliff that forms the ridge's N edge.,,Spur promontory,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1733,"Dinas Dinlle, Llandwrog, Gwynedd",31.0,"Contour hillfort sited on fast eroding glacial drumlin immediately above beach and sea at Llandwrog. One of the few coastal forts in north Wales. Surrounding slopes very steep to N, S and E, W precipitous to beach.",,Glacial outcrop,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1734,"Caer Euni, Gwynedd (Cefn Caer-Euni; Caer Crwyini; Caer Eini; Kaer Kyreini; Cerwyini; Caerau-Crwyni)",365.0,"Important partial contour hillfort occupying the NE end of the long narrow NE-SW ridge of Cefn Caer Euni above the River Dee, 3.8km to SE, and between Bala and Corwen. Moderate slopes to N and W, S moderate to strong and SE steep.",,Ridge,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1735,"Castell Mawr, Rhoslefain, Gwynedd (Castell Mawr, Llangelynin)",120.0,Oval partial contour hillfort located on ridge top above coastal strip to W and Afon Dysynni to E. Moderate to strong surrounding slopes.,,Ridge top,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1736,"Mynydd Mynyllod, Gwynedd",381.0,"Possible partial contour hillfort located on the craggy N summit of Mynydd Mynyllod above the Nant Ffrauar. N, E and W surrounding slopes moderate to strong, S moderate.",,Hill top,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1737,"Wyndales Farm, South Lanarkshire",210.0,,,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
1738,"Caer-y-Twr, Mynydd Twr (Holyhead Mountain)., Isle of Anglesey",220.0,"Fine, large and very rocky partial contour hillfort located on Holyhead Mountain with steep bare crags to the west but more sheltered on the NE quarter. Circuit follows 575m-650m contours, therefore not full contour site.",,Hill top,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1739,"Dooega (Dumha Ñige-Achill Island), Mayo (Achill Island) (Gubadoon)",10.0,,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1740,"Llechlwyd Tonfanau, Tywyn, Gwynedd (Tal-y-Gareg; Lechrwyd Hillfort)",76.0,"Inland promontory fort located on  SW-facing spur from Tal y Gareg Mountain and above Afon Dysynni. Steep slopes to E, and W, precipitous to S, slightly less along ridge to NE.",,Spur,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
1742,"Craig y Castell Ii, Brithdir, Gwynedd (Castell y Waun)",295.0,"Small and rocky contour hillfort located on a spur of rising land from the Mawddach estuary and overlooking a gorge to Cadair Idris. Steep to precipitous surrounding slopes/cliffs, less on E side.",,Spur,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
1743,"y Werthyr, Llanddeusant, Isle of Anglesey",60.0,Contour hillfort located in commanding position on a small hill overlooking Llyn Alaw reservoir and Afon Alaw to N to the coast. Moderate to strong surrounding slopes.,,Hill top,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1744,"Parciau, Isle of Anglesey (Bryn Diol)",99.0,"Good example of an inland promontory fort sited at NE end of a low limestone ridge overlooking Traith Bychan and Moelfre. Sheer cliffs on N and NW, steep to E. Roughly",,Ridge promontory..,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
1745,"Pier Camp, Bangor, Gwynedd (Camp Hill, Bangor)",70.0,"Strong and commanding contour hillfort crowning ridge on the NW side of the Bangor valley. Directly overlooks Menai Strait and Anglesey to N. Surrounding slopes steep to N and NW, moderate to S and E.",,Ridge,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1746,"Westside, South Lanarkshire (Castle Hill)",230.0,,,,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
1747,"Nantlle, Llanllyfni, Gwynedd",229.0,Very small contour hillfort located on rocky knoll at W end of small ridge on SW slopes of Mynydd Mawr (698 m O.D.). Commands pass of Afon Drws-y-coed where it flows into Llyn Nantlle Uchaf. Steep surrounding slopes.,,Ridge,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1748,"Ynys For, Gwynedd (Ynysfor)",20.0,"Partial contour hillfort located on NW point of Ynys Fawr, prominent isolated geological outcrop in the Traeth Mawr, that would formerly have formed an island in the Glaslyn Estuary flowing into sea at Portmadog; now reclaimed. Steep surrounding slopes to N and W. Roughly",,Knoll,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1749,"Ynys-y-Fydlyn, Isle of Anglesey",20.0,"Possible coastal promontory fort located on the distinctive W-facing promontory of Ynys-y-Fydlyn in NE Anglesey. First noted 1988.  Ynys-y-Fydlyn is a distinctive promontory, a natural island joined to the mainland by a small spit of sand. Rocky to N, S, W with landward approach to E.",,Coastal headland.,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1750,"Dooega (Dumha Ñige-Achill Island), Mayo (Achill Island) (Dundooega)",5.0,"Barely projecting E into Ballyhawny Harbour, the headland originated from a mountain stream cutting a deep channel through the low cliffs. This natural ditch was deepened to create a straight, rock-cut trench 10.3m long on the landward side along with a dry-stone wall.",,E-facing promontory,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
1751,"Castlehill Strip, South Lanarkshire",315.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1752,"Dooega (Dumha Ñige-Achill Island), Mayo (Achill Island) (Dún Bunnafahy)",10.0,"Marked as 'D–n Bunnafahy' on the second edition OS six-inch map, the headland projects WNW, parallel with the mainland. It has suffered considerably from coastal erosion with the NW end surviving as long knife-edge of strata running out into the sea. The site is defended to the ESE by a ditch and and internal bank capped with a dry-stone wall running for c. 27m in NNE-SSW across the neck of the headland.",,NW-facing promontory,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
1753,"Carrowgarve (An Cheathrú Gharbh), Mayo (Achill Island) (Dunnaglas)",5.0,"The coastal promontory fort is situated on what was once the end of a headland, but the land behind has been entirely cut away by coastal erosion. The rock rises abruptly to a high grassy platform, rapidly crumbling to the S. It is isolated from the mainland but can be accessed at low tide and is enclosed by a dry-stone wall 2.1m high. Towards the unfenced part of the promontory an outer bank and a natural ditch survive.",,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1755,"Lamington, South Lanarkshire",210.0,,,,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
1756,"Bwrdd Arthur, Llanddona, Isle of Anglesey (Dinas Sylwy; Din Silwy)",164.0,Large rocky hilltop contour hillfort dominating the sea Red Wharf Bay.,,Hill top,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1758,"Huntlyhill, South Lanarkshire",205.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1759,"Erw Goch Camp, Conwy",200.0,"Small, circular, possible level terrain hillfort located locaterd in hills above Afon Conwy to W and immediately above deep wooded stream valley to E, which eventually flows into Afon Conwy Estuary to NW. Very steep surrounding slopes to E; level to moderate to W.",,Plateau,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
1760,"Penrhyn Erw-Goch, Pembrokeshire",25.0,"Probable remains of eroded coastal promontory fort located on rocky NW-facing headland of Penrhyn Erw-goch between Strumble Head on W and Dinas Head on E. Steep sea cliffs to N, E and W, moderate to strong landward to S. Defined",,Coastal headland,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
1761,"Craig-Yr-Aderyn, Gwynedd (Craig y Deryn; Birds Rock)",232.0,"Contour hillfort sited on the landward SE col or saddle of ground against the prominent and towering crag of Craig-yr-Aderyn, unusable as enclosure site, divided from the main massif by this col, and located above the Afon Dysynni valley to NW to coast and near its confluence with the Nant Gw. Peaks of Cadair Idris to E. Further to S lie two more impressive crags with scree, bare rock and quartz seams. On top of tallest is Bronze Age cairn. Precipitous on N, S and W, moderate to strong on E.",,Col,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
1762,"Twyn-y-Parc, Isle of Anglesey",10.0,"Coastal promontory fort dominating Aberffraw Bay to NW and Malltraeth Bay to SE, Anglesey. Precipitous sea cliffs on E, S and W, moderate to strong slope landward to NE.",,Coastal headland,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1763,"Dinas Gynfor, Isle of Anglesey",60.0,"Large, prominent, blunt and rocky coastal promontory fort dominating N bays of Anglesey. Connected to the mainland on SW by a broad isthmus, a steep sided marshy valley, with the hillfort towering 61m above. Large parts of site taken up by crags and rocks with little space for occupation, but still some areas suitable for habitation amid the rocks. Surrounding slopes N, E and W  precipitous sea cliffs, S landward steep slope.",,Coastal headland,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
1764,"Cefn Ddwysarn Camp, Gwynedd",281.0,"Possible oval partial contour hillfort located on NNW-facing spur directly above Cors y Sarnau to NW which flows into Llyn Tedig (Bala Lake). Immediately NW of Lily's Wood NE of Coed Bryn Banon. Steep surrounding slopes to NW, less elsewhere.",,Spur,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
1765,"Pen-y-Gaer Camp, Aberglaslyn, Gwynedd",200.0,Small contour hillfort in a commanding position on a small rocky knoll above the Aber Gwyrfai at the lower end of the Aberglaslyn Pass in Snowdonia. Steep surrounding slopes and precipitous on S.,,Rocky knoll,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1766,"y Werthyr, Bryngwran, Isle of Anglesey",43.3,Possibly a marsh fort located on a low knoll above the marshes around Afon Caradog.,,Low knoll,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1767,"Dinas Camp, y Felinheli, Gwynedd",21.0,"Coastal promontory fort, set on SE shore of Menai Strait on natural ridge rising to 21m O.D. then falling to Strait in a cliff forming natural defence on NW. Rampart",,Coastal promontory,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1768,"Caer, Glascoed, Gwynedd (Pen y Gaer; Glascoed Gaer; Caer, Llanddeiniolen; Pen y Gaer,  Llanddeiniolen)",149.0,Small contour hillfort located on small rocky hill above the Afon Rhythallt and entrance to Llanberis Pass. Moderate surrounding slopes.,,Hill top,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1769,"Caer Carreg-y-Fran, Cwm Glo, Gwynedd (Carreg y Fran; Pen-y-Gaer)",167.0,Contour hillfort sited in a commanding position opposite Cae Coch above the Afon Rhythallt overlooking the N end of Llanberis Pass where it opens out. Moderate to strong surrounding slopes.,,Hill top,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1770,"Greenaton, South Lanarkshire",220.0,,,,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1772,"Dinas, Ty-Du, Gwynedd",328.0,Small contour hillfort high above the central Llanberis Pass and Llyn Padarn in Snowdonia. Commanding position at 328m O.D. on lower rocky spur of Moel Eilio (which rises to 726 m O.D.).,,Spur,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
1773,"Pen-y-Bryn, Cymer, Gwynedd (Cymer)",122.0,"Small inland promontory hillfort located near Dolgellau above the confluence of the Afon Mawddach and Afon Wnion on a rocky boss (Pen-y-bryn) on spur. Surrounding slopes N, E and W moderate to strong, S precipitous.",,Rocky knoll on spur.,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
1774,"Pared y Cefn Hir, Gwynedd (Pared y Cefn-Hir)",340.0,"High and craggy, and remarkably complex for the spectacular location, contour hillfort sited on the exposed and narrow NE-SW rocky ridge of Pared Cefn hir, at 340m O.D., extending from a col to the summit, with Cadair Idris to SE and overlooking the Afon Mawddach estuary to NW. Surrounding slopes precipitous to NW and SE.",,Rocky ridge,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1775,"Bryn Rhydd, Gwynedd",40.0,Circular enclosure comprising two concentric ditches on low hill above N coast of Ll_n to NW. Moderate surrounding slopes.,,Low hill,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
