Main_Atlas_Number,Main_Display_Name,Dating_Date_Comments,Dating_Pre_Comments,Dating_Post_Comments,Dating_Date_Pre_1200BC,Dating_Date_1200BC_800BC,Dating_Date_800BC_400BC,Dating_Date_400BC_AD50,Dating_Date_AD50_AD400,Dating_Date_AD400_AD800,Dating_Date_Post_AD800,Dating_Date_Unknown,Dating_Date_Reliability,Dating_Pre,Dating_Post,Related_Dating_Artefactual,Related_Dating_NA,Related_Dating_Morph_Earth_Typo,Related_Dating_C14,Related_Dating_Other
2596,"Dun Iadain, Argyll & Bute (Kilbride)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2597,"Dun Mac Sniachan, Argyll & Bute (Dun Mac Uisneachan; Dunmacsniachan; Dun Macuisneachan; Benderloch; Ardmucknish Bay)","A tanged iron sword, an iron dagger, an iron ring, an enamelled bronze mount, a bronze ring and several quernstones, together with a quantity of animal bones, but contexts unknown",NA,Rectangular structures are likely to be later,No,No,No,No,No,No,No,Yes,D,No,Yes,Yes,No,No,No,No
2598,"Trwyn Porth Dinllaen, Gwynedd",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2599,"Tyddyn Bychan, Rhyd y Clafdy, Gwynedd",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2600,"Polish Home, Rhyd-y-Clafdy, Gwynedd",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2601,"Dun Creagach, Connel, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Evident robbing along the line of the wall,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2602,"Torr a' Chlaonaidh, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2603,"Torr An Duin, Loch Nan Gabhar, Highland (Lochan na Gour)","In the absence of modern excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2604,"Tom An Iasgaire, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,A radio repeater station is built within the interior. There is also a sub-rectangular building on the terrace to the SW,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2605,"Cnocan Dubha, Highland","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2606,"Dun na Cuaiche, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences, but they are likely to be post-medieval.",NA,18th century water tower,No,No,No,No,No,No,Yes,No,D,No,Yes,No,Yes,No,No,No
2607,"Dun Deardail, Highland (Dun Dearduil; Glen Nevis; Dundbhairdghall; Deardinl; Dun Dearg Suil; Dun Dear Duil; Gleneves)",Radiocarbon dates are not yet available from the excavations,NA,Possible transverse wall inserted into the summit fort; excavation found occupation on the rubble from the destroyed wall,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2608,"Killin, Innes Bhuidhe, Stirling (Bridge of Dochart; Dochart Bridge; River Dochart)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Trackway through the centre,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2609,"Killin, Innes Bhuidhe, Burial Ground of The Macnabs, Stirling (Island of Inchbuie; Mcnabs)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Insertion of a walled burial ground and the construction of a drystone dyke,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2610,"Caer Pencraig, Ty'n y Caeau, Gwynedd (Caer Pen Craig; Ty'n y Caeau)",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2611,"Dun-Da-Lamh, Laggan, Highland (Black Craig; The Dun)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,"Construction of WW2 bunkers, several shelters and three marker cairns; there is also possible antiquarian reconstruction of the wall",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2612,"Dunmore, Stirling (Dun More; Bochastle; An Dun; Dun Bo Chaistel)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2613,"Auchenlaich, Stirling (Brackland Glen)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Plantation,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2614,"Mid Torrie, 'The Auld Knowe', Stirling (Wester Torrie; Callander)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,"A dun or broch has been inserted into the interior, heavy stone robbing",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2615,"Easter Torrie, Stirling (East Torrie)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed down,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2616,"Tamnafalloch, Stirling",LBA c14 date from material in the core of the rampart; context unknown,NA,Cultivated over and planted with trees,No,No,No,No,No,No,No,Yes,C,No,Yes,No,No,No,Yes,No
2617,"Keir, Easter Tarr, Stirling (Keirhead)","In the absence of excavation, neither the character of this site nor its date can be established",NA,Overlain by cottage foundation and garden,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2618,"Bareyra, Stirling (Caisteal Braigh An Radhaire; Casteal Baraora; Dun Mor)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Robbed and planted with trees,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2619,"Firbush Point, Stirling","In the absence of excavation before it destruction, the character and date of this promontory enclosure remain unknown",NA,Built over,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2620,"Bareyra, Stirling (Casteal Baraora)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Planted with trees,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2621,"Castell Caer Seion, Conwy (Castell Caer Lleion; Caer Sion; Mynydd y Dref; Conwy Mountain)","Excavations found two periods of fortification; both within the latter part of pre-Roman Iron Age, both periods including a large and a small enclosure. Finds and little change in huts in both periods, identified in excavations, strongly indicate a pre-Roman date. Three C14 dates 400-200 cal BC for occupation (Smith 2011).",NA,Lack of dateable finds from excavations suggest that site not reoccupied in late Roman period is the case with some north Welsh sites such as Dinorben (Atlas No. 1168). Traditional associations with the 6th century king Maelwyn Gwynedd.,No,No,No,Yes,No,No,No,No,B,No,Yes,Yes,No,Yes,Yes,No
2622,"Dinas, Beddgelert, Gwynedd",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2623,"Drummondernoch, Perth & Kinross","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2624,"Gaskbeg, Highland (Gergask Craig)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Heavy robbing,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2625,"Dundurn, Perth & Kinross","Wide range of dating materials, but the defensive sequence is not particularly closely dated",NA,Cultivation teraces on the lower slopes outside the defences on the W.,No,No,No,No,No,Yes,No,No,B,No,Yes,Yes,No,No,Yes,Yes
2626,"Creag a' Ghiubhais, Balnacraig, Perth & Kinross","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,"Planted with tree, and the OS note an ornamental path",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2627,"Drummond Hill, Perth & Kinross (Caisteal Mac Tuathal; Dun Mac Tual)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2628,"Cecilmount, Perth & Kinross","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2629,"Cecilmount, Perth & Kinross (Milton of Panholes)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2630,"Grinan Hill, Perth & Kinross (Grinnan Hill)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2631,"Orchill, Perth & Kinross","In the absence of modern excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Planted with trees,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2632,"Knock Durroch, Perth & Kinross","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Planted with deciduous trees and traversed by both a hollow trackway and a later boundary work.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2633,"Skirley Craig, Perth & Kinross","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Planted with trees,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2634,"Cultoquhey, Perth & Kinross (Gilmerton)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Planted with trees,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2635,"Ochtertyre, Perth & Kinross","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Planted with trees and cultivated over,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2636,"Milquhanzie Hill, Perth & Kinross","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overlain by telecommunication installations and access road,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2637,"Tom a' Chaisteil, Perth & Kinross (Sir David Baird's Monument; Tom-a-Chastel; Tomachastel; Tomachastle; Tom A Chastile)","In the absence of modern excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Erection of a monument,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2638,"The Dun, Perth & Kinross (Tyndun; Castle Dune)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Heavy stone robbing to build the dyke that enclosed the plantation that covered it in the 19th century,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2639,"Torr Hill, Perth & Kinross","In the absence of modern excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Planted with trees and built over,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2640,"Loaninghead, Perth & Kinross","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Planted with trees,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2641,"Machany, Perth & Kinross (Machanay; Drumness)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Small enclosure inserted into the W end and fort planted with trees,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2642,"North Mains, Strathallan, Perth & Kinross (Waulkmill; Bernie)",Two radiocarbon dates of which one from the ditch fill is MBA and the other from the interior is LIA; the latter is to be preferred,NA,Ploughed flat,Yes,No,No,Yes,No,No,No,No,C,No,Yes,No,No,No,Yes,No
2643,"Craig Shot, Perth & Kinross (Craigmill Cottage)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2644,"South Mains, Innerpeffray, Perth & Kinross","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2645,"Waulkmill, Perth & Kinross (Waukmill; River Earn)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed down and overlain by field-boundary,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2646,"Rossie Law, Perth & Kinross","Eight dates fall in the 1200-800 BC band, one 800-400 BC and five 400 BC - AD 50 (Information courtesy of Tessa Poller)",NA,NA,No,Yes,No,No,No,No,No,No,B,No,No,No,No,No,Yes,No
2647,"Ogle Hill, Perth & Kinross",No dating evidence is yet available from the excavations across the defences,NA,Planted with trees in the 19th century,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2648,"Ben Effrey, Perth & Kinross","Two from rampart contexts, but there is also an early medieval date from hearth waste dumped in the upper fill of the ditch (Information courtesy of Tessa Poller)",NA,Stone robbing,No,No,Yes,No,No,No,No,No,C,No,Yes,No,No,No,Yes,No
2649,"Cloan, Perth & Kinross","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2650,"Castle Craig, Perth & Kinross (Pairney)","Roman goods recovered from the broch on the summit, and a Norse bronze ring-headed pin from the rubble of the wall that overlay it. In addition there are: six dates from a range of contexts fall 400 BC to AD 50; nine in AD 50-400, essentially relating to the occupation of the broch; and seven are post AD 800 (Information courtesy of Tessa Poller).",NA,Successive construction of the broch and the overlying enclosure on the summit,No,No,No,No,Yes,No,Yes,No,B,No,Yes,Yes,No,Yes,Yes,No
2651,"Worsborough Common, South Yorkshire (Highstone Hill, Castle Hill)",The site is undated,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2652,"Castle Dyke, South Yorkshire (Gilbert Hill, Caste Dike)",Undated,NA,Trig point shown on 1883-1913 OS mapping,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2653,"Penistone, South Yorkshire",No dating evidence,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2654,"Stainborough Low, South Yorkshire",There is considerable uncertainty over the date of the bank and ditch features and could be prehistoric or medieval,NA,Folly and garden landscaping,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2655,"Bole Hill, South Yorkshire",Unknown,NA,Medieval lead smelting site,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2656,"Carl Wark, South Yorkshire (Carlwark)","The site is undated, possible Roman and Dark Age activity.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2657,"Roe Wood, South Yorkshire",Undated,NA,Roman pottery sherds recovered from rampart,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2658,"Wincobank Camp, South Yorkshire","Two radiocarbon dates taken from sealed deposits in the rampart: HAR 4536 470+/-80 b.c. and HAR 4537 530+/-80 b.c. Finds of flints, jet, iron 'lance head' Roman pottery and 4th century coin, deposited with Weston Park Museum",NA,"Trig point, WW1 gun emplacement.",No,No,Yes,Yes,No,No,No,No,B,No,Yes,Yes,No,No,Yes,No
2659,"Kincardine Glen, Perth & Kinross","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed down and partly planted with trees,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
