Main_Atlas_Number,Main_Display_Name,Annex_Summary,Annex
2477,"Barr An Longairt, Argyll & Bute (Barr An Taolain)",NA,No
2478,"Allt An Dubhair, Argyll & Bute",NA,No
2479,"Dun Mor, Dunchraigaig, Argyll & Bute (Ballymeanoch)",NA,No
2480,"Mingulay, Dun Mhiughlaigh, Western Isles (Dun Mingulay)",NA,No
2481,"Berneray, Dun Briste, Western Isles",NA,No
2482,"Berneray, Barra Head Lighthouse, Western Isles (Sron An Duin; Skate Point; Dun Bernera; Dun Bhearnaraidh)",NA,No
2483,"Vatersay, Biruaslum, Western Isles (Bhatarsaigh; Bioruaslum)",NA,No
2484,"Mingulay, Geirum Mor, Western Isles",NA,No
2485,"Tiree, Dun na Cleite, Argyll & Bute",NA,No
2486,"Tiree, Hynish, Argyll & Bute (Dun Hynish)",NA,No
2487,"Tiree, Eilean na Ba, Argyll & Bute (Beinn Ceann a' Mhara; Rinn Thorbais)",NA,No
2488,"Tiree, Dun Nan Gall, Argyll & Bute (Ceann a' Mhara)",NA,No
2489,"Tiree, Dun Balephetrish, Argyll & Bute",NA,No
2490,"Tiree, Dun Hiader, Argyll & Bute (Dun Shiadair)",NA,No
2491,"Coll, Dun Dubh, Argyll & Bute",NA,No
2492,"Coll, Ballyhaugh, An Caisteal, Argyll & Bute",NA,No
2493,"Coll, Feall Bay, Argyll & Bute",NA,No
2494,"Iona, Dun Cul Bhuirg, Argyll & Bute (Culbuirg)",NA,No
2495,"Coll, Dun Dulorichan, Argyll & Bute",NA,No
2496,"Coll, Dun Morbhaidh, Argyll & Bute (Dun Borbaidh)",NA,No
2497,"Mull, Dun An Fheurain, Argyll & Bute (Ardalanish Bay; DunAn Dubh; Port na H-Uillinn; Ardalanis)",NA,No
2498,"Mull, Slochd A'Bhodaich, Argyll & Bute",NA,No
2499,"Mull, EileAn Nan Damh, Argyll & Bute",NA,No
2500,"Mull, Poit na h-i, Argyll & Bute (Torr a' Chaisteal; Pottie)",NA,No
2501,"Mull, Creag a' Chaisteal, Argyll & Bute",NA,No
2502,"Mull, Cnoc An Teine, Argyll & Bute",NA,No
2503,"Mull, Dun Haunn, Argyll & Bute (Treshnish)",NA,No
2504,"Mull, Dun Haunn, Argyll & Bute (Treshnish)",NA,No
2505,"Gometra, Dun Eiphinn, Argyll & Bute",NA,No
2506,"Mull, Cillchriosd, Argyll & Bute",NA,No
2507,"Mull, Rubha Nan Oirean, Argyll & Bute",NA,No
2508,"Mull, Dun Guaire, Argyll & Bute (Dun Guaidhre; Croig)",NA,No
2509,"Rum, Papadil, Highland",NA,No
2510,"Mull, Sloc a' Mhuilt, Argyll & Bute",NA,No
2511,"Mull, Dun na Muirgheidh, Argyll & Bute (Dun na Muirheidh; Kilpatrick)",NA,No
2512,"Ulva, Ormaig, Argyll & Bute",NA,No
2513,"Mull, Dun Mor, Oskamull, Argyll & Bute",NA,No
2514,"Mull, Dun Ara, Argyll & Bute (Dunara; Dun Ara Castle)",NA,No
2515,"Mull, Mingary, Argyll & Bute (Dun Sgaillean)",NA,No
2516,"Mull, Mingary, Dun Ban, Argyll & Bute (Quinish Point)",NA,No
2517,"Mull, Torr A'Chlachain, Argyll & Bute (Torr-a-Clachan)",NA,No
2518,"Mull, Eilean Nan Gobhar, Argyll & Bute",NA,No
2519,"Mull, Torr A'Mhanaich, Argyll & Bute",NA,No
2520,"Mull, Torr Aint, Argyll & Bute",NA,No
2521,"Rubha Aird An Iasgaich, Ardnamurchan, Highland",NA,No
2522,"Muck, Caisteal An Duin Bhain, Highland (Port Mor)",NA,No
2523,"Ardnamurchan, Sanna, Rubha An Duin Bhain, Highland",NA,No
2524,"Eigg, Poll Duchaill, Highland",NA,No
2525,"Eigg, Corragan Mor, Highland",NA,No
2526,"Eigg, Kildonnan, Highland (Rubha na Crannaig)",NA,No
2527,"Eigg, An Sgurr, Highland (Scuir of Eigg)",NA,No
2528,"Eigg, Garbh Bealach, Highland (Sandavore; Galmisdale)",NA,No
2529,"Caisteal Nan Con, Highland (Killundine Castle)",NA,No
2530,"Mull, Dun Breac, Ardvergnish, Argyll & Bute",NA,No
2531,"Auliston Point, Highland",NA,No
2532,"Eilean Uillne, Highland",NA,No
2533,"Ardnamurchan, Camas Nan Geall, Highland (Sgeir Fhada)",NA,No
2534,"Dun Fhionnairidh, Highland (Fiunary Manse; Drochaid Shalacain; Dunien; Abhainn Shalachain; Dun Fhionnairigh)",NA,No
2535,"Eilean Nan Gobhar, Sound of Arisaig, Highland (Eilean Nan Gobhar 1)",NA,No
2536,"Eilean Nan Gobhar, Sound of Arisaig, Highland (Eilean Nan Gobhar 2)",NA,No
2537,"Ardnamurchan, Shielfoot, The Torr, Highland",The outer wall encloses an area of 0.06ha on a lower terrace on the only easy line of approach.,Yes
2538,"Rhumach, Highland",NA,No
2539,"Rubh' Aird Ghamhsgail, Arisaig, Highland (Rubh' Ard Ghaunsgail)",NA,No
2540,"Eilean A'Ghaill, Sound of Arisaig, Highland (Eilean na Ghoil)",The outer wall on the NE encloses an area that effectively doubles the size of the interior,Yes
2541,"Eilean An Duin, Craignish, Argyll & Bute",NA,No
2542,"Bonnach Mor, Argyll & Bute",NA,No
2543,"Druim An Achanarnaich, Argyll & Bute",A small annexe around the entrance.,Yes
2544,"Seil, Balvicar, Argyll & Bute (Winterton)",NA,No
2545,"Seil, Cnoc An Tighe Mhoir, Argyll & Bute",NA,No
2546,"Seil, Dun Aorain, Argyll & Bute (Ellanbeich)",NA,No
2547,"Luing, Ballycastle, Argyll & Bute ('North Fort')",NA,No
2548,"Luing, Leccamore, Argyll & Bute",NA,No
2549,"Losgann Larnach, Argyll & Bute",NA,No
2550,"Lismore, Dun Chruban, Argyll & Bute",NA,No
2551,"Garraron, Dun An Garbh-Sroine, Argyll & Bute (DunAn Garbh-Shroine)",NA,No
2552,"Hill Park, Argyll & Bute",NA,No
2553,"Dun Chonallaich, Argyll & Bute",NA,No
2554,"Ingleborough, North Yorkshire",NA,No
2555,"Creag A'Chapuill, Argyll & Bute",NA,No
2556,"Dun na Ban-Oige, Argyll & Bute",NA,No
2557,"Kintraw, Argyll & Bute",NA,No
2558,"Ardanstur, Argyll & Bute (Dun Beag)",NA,No
2559,"Ardanstur, Argyll & Bute",NA,No
2560,"Ardanstur, Argyll & Bute",NA,No
2561,"Creag Aoil, Kames, Argyll & Bute (Loch Melfort)",NA,No
2562,"Kilmore, Argyll & Bute (Kilmore House)",NA,No
2563,"Glen Cruitten, Dunans, Argyll & Bute (Glencruitten Golf Course)",NA,No
2564,"Colagin, Argyll & Bute (Cologin)",NA,No
2565,"Dun Uabairtich, Argyll & Bute (Mount Stewart; 'Dun Uamphuirt'; Port Nan Cuilc)",NA,No
2566,"Tan-y-Graig, Llanffinan, Isle of Anglesey",NA,No
2567,"War Coppice Camp, Surrey (Whitehill; Cardinal's Cap)",NA,No
2568,"Castle Hill, Surrey",NA,No
2569,"Dry Hill Camp, Surrey",NA,No
2570,"Caesar's Camp, Surrey",NA,No
2571,"Hillbury, Surrey",NA,No
2572,"Botany Hill, Surrey",NA,No
2573,"Soldier's Ring, Surrey",NA,No
2574,"Holmbury Camp, Surrey",NA,No
2575,"Anstiebury Camp, Surrey",NA,No
2576,"Felday, Surrey",NA,No
2577,"St Ann's Hill, Surrey (Oldbury Hill; Eldebury Hill)",NA,No
2578,"Hascombe Camp, Surrey",NA,No
2579,"St George's Hill, Surrey","D-shaped annex to the NE, defined by a single bank, up to 8m wide and 1.8m high, and an outer ditch 7m wide and 2m deep.",Yes
2581,"Dun Ormidale, Argyll & Bute",NA,No
2582,"Kerrera, The Little Horse Shoe, Argyll & Bute (Upper Gylen)",NA,No
2583,"Dunach, Argyll & Bute",NA,No
2584,"Dunan Corr, Argyll & Bute",NA,No
2585,"Dun Mhic Raonuill, Argyll & Bute (Barrnacarry)",NA,No
2586,"Lismore, Kilcheran, Argyll & Bute",NA,No
2587,"Lismore, Fiart, Argyll & Bute",NA,No
2588,"Dunstaffnage Bay, Eilean Mor, Argyll & Bute",NA,No
2589,"Porth Oer, Gwynedd",NA,No
2590,"Bell Hill, Scottish Borders",NA,No
2591,"Lismore, Castle Coeffin, Argyll & Bute",NA,No
2592,"Lismore, Dun Mor, Balygrundle, Argyll & Bute",NA,No
2593,"Lismore, Dun Cuilein, Argyll & Bute",NA,No
2594,"Barr Mor, Argyll & Bute",NA,No
2595,"An Dun, Glenamachrie, Argyll & Bute (Clenamacrie)",NA,No
2596,"Dun Iadain, Argyll & Bute (Kilbride)",NA,No
2597,"Dun Mac Sniachan, Argyll & Bute (Dun Mac Uisneachan; Dunmacsniachan; Dun Macuisneachan; Benderloch; Ardmucknish Bay)",NA,No
2598,"Trwyn Porth Dinllaen, Gwynedd",NA,No
2599,"Tyddyn Bychan, Rhyd y Clafdy, Gwynedd",NA,No
2600,"Polish Home, Rhyd-y-Clafdy, Gwynedd",NA,No
2601,"Dun Creagach, Connel, Argyll & Bute",NA,No
2602,"Torr a' Chlaonaidh, Argyll & Bute",NA,No
2603,"Torr An Duin, Loch Nan Gabhar, Highland (Lochan na Gour)",NA,No
2604,"Tom An Iasgaire, Argyll & Bute",NA,No
2605,"Cnocan Dubha, Highland",NA,No
2606,"Dun na Cuaiche, Argyll & Bute",NA,No
2607,"Dun Deardail, Highland (Dun Dearduil; Glen Nevis; Dundbhairdghall; Deardinl; Dun Dearg Suil; Dun Dear Duil; Gleneves)",NA,No
2608,"Killin, Innes Bhuidhe, Stirling (Bridge of Dochart; Dochart Bridge; River Dochart)",NA,No
2609,"Killin, Innes Bhuidhe, Burial Ground of The Macnabs, Stirling (Island of Inchbuie; Mcnabs)",NA,No
2610,"Caer Pencraig, Ty'n y Caeau, Gwynedd (Caer Pen Craig; Ty'n y Caeau)",NA,No
2611,"Dun-Da-Lamh, Laggan, Highland (Black Craig; The Dun)",NA,No
2612,"Dunmore, Stirling (Dun More; Bochastle; An Dun; Dun Bo Chaistel)","The annexe takes in a terrace below the defences on the NNW; bounded by a bank up to 1.7m high externally, its interior measures about 34m from NNW to SSE by 30m transversely (0.09ha).",Yes
2613,"Auchenlaich, Stirling (Brackland Glen)",NA,No
2614,"Mid Torrie, 'The Auld Knowe', Stirling (Wester Torrie; Callander)",NA,No
2615,"Easter Torrie, Stirling (East Torrie)",NA,No
2616,"Tamnafalloch, Stirling",NA,No
2617,"Keir, Easter Tarr, Stirling (Keirhead)",NA,No
2618,"Bareyra, Stirling (Caisteal Braigh An Radhaire; Casteal Baraora; Dun Mor)",NA,No
2619,"Firbush Point, Stirling",NA,No
2620,"Bareyra, Stirling (Casteal Baraora)",NA,No
2621,"Castell Caer Seion, Conwy (Castell Caer Lleion; Caer Sion; Mynydd y Dref; Conwy Mountain)",Small annexe associated with the citadel at SW end of site.,Yes
2622,"Dinas, Beddgelert, Gwynedd",NA,No
2623,"Drummondernoch, Perth & Kinross",NA,No
2624,"Gaskbeg, Highland (Gergask Craig)",NA,No
2625,"Dundurn, Perth & Kinross","The terraces lower down the slope are effectively annexes, though this does not fit with the concepts of hierarchical space in nuclear forts.",Yes
2626,"Creag a' Ghiubhais, Balnacraig, Perth & Kinross",NA,No
2627,"Drummond Hill, Perth & Kinross (Caisteal Mac Tuathal; Dun Mac Tual)","There is a small annexe on the N, extending along the edge of the cliff and measuring internally about 45m from N to S by 35m transversely (0.14ha).",Yes
2628,"Cecilmount, Perth & Kinross",NA,No
2629,"Cecilmount, Perth & Kinross (Milton of Panholes)",NA,No
2630,"Grinan Hill, Perth & Kinross (Grinnan Hill)",NA,No
2631,"Orchill, Perth & Kinross",NA,No
2632,"Knock Durroch, Perth & Kinross",NA,No
2633,"Skirley Craig, Perth & Kinross",NA,No
2634,"Cultoquhey, Perth & Kinross (Gilmerton)",NA,No
2635,"Ochtertyre, Perth & Kinross",NA,No
2636,"Milquhanzie Hill, Perth & Kinross",NA,No
2637,"Tom a' Chaisteil, Perth & Kinross (Sir David Baird's Monument; Tom-a-Chastel; Tomachastel; Tomachastle; Tom A Chastile)",The defences that take in the spur on the ENE possibly include elements of up to two annexes enclosing an area of up to 0.4ha in extent. The status of the enclosure on the highest part of the spur is uncertain.,Yes
2638,"The Dun, Perth & Kinross (Tyndun; Castle Dune)",NA,No
2639,"Torr Hill, Perth & Kinross",NA,No
2640,"Loaninghead, Perth & Kinross",NA,No
2641,"Machany, Perth & Kinross (Machanay; Drumness)",NA,No
2642,"North Mains, Strathallan, Perth & Kinross (Waulkmill; Bernie)",NA,No
2643,"Craig Shot, Perth & Kinross (Craigmill Cottage)",NA,No
2644,"South Mains, Innerpeffray, Perth & Kinross",NA,No
2645,"Waulkmill, Perth & Kinross (Waukmill; River Earn)",NA,No
2646,"Rossie Law, Perth & Kinross",NA,No
2647,"Ogle Hill, Perth & Kinross",NA,No
2648,"Ben Effrey, Perth & Kinross",NA,No
2649,"Cloan, Perth & Kinross",NA,No
2650,"Castle Craig, Perth & Kinross (Pairney)",NA,No
2651,"Worsborough Common, South Yorkshire (Highstone Hill, Castle Hill)",NA,No
2652,"Castle Dyke, South Yorkshire (Gilbert Hill, Caste Dike)",NA,No
2653,"Penistone, South Yorkshire",NA,No
2654,"Stainborough Low, South Yorkshire",NA,No
2655,"Bole Hill, South Yorkshire",NA,No
2656,"Carl Wark, South Yorkshire (Carlwark)",NA,No
2657,"Roe Wood, South Yorkshire",NA,No
2658,"Wincobank Camp, South Yorkshire",NA,No
2659,"Kincardine Glen, Perth & Kinross",NA,No
2660,"Drumharvie, Perth & Kinross (Findogask Church)",NA,No
2661,"Dunollie Castle, Argyll & Bute (Dun Ollaigh; Oban Bay; Dunolly)",The rampart recorded in excavation on the N and E are likely to be enclosing subsidiary courts in a more complex pattern of defences.,Yes
2662,"Dun Mor, Perth & Kinross (Dunmore)","An outer enclosure was identified by RCAHMS investigators in 1956, though its accompanying ditch is very slight an does not appear to be defensive",Yes
2663,"An Dun, Perth & Kinross (Clunie Wood)",NA,No
2664,"Stac An Eich, Perth & Kinross (Killiechangie Rock; Moulinearn)",NA,No
2665,"Logierait, Perth & Kinross",NA,No
2666,"Castle Dow, Perth & Kinross (Caisteal Dubh; Castle Dubh)","A crescentic enclosure butted onto the fort on the SW and enclosing an area of about 0.22ha within a wall 2.6m in thickness. A concentric outer wall can be traced on the SW and S, but it is of much slighter proportions and its line is taken up towards the E by a shallow ditch. There is a possible entrance into the annexe on the SE.",Yes
2667,"Haughbrae of Grandtully, Perth & Kinross (Haugh of Grandtully; River Tay)",NA,No
2668,"Kay Craig, Perth & Kinross (Pairney Burn; Easter Coul Cottage)",NA,No
2669,"North Uist, Caisteal Odair, Western Isles",NA,No
2670,"North Uist, Loch Caravat, Eilean Dubh Dun Scor, Western Isles",NA,No
2671,"Benbecula, Loch Hermidale, Western Isles",NA,No
2672,"North Uist, Loch Fada, Western Isles",NA,No
2673,"North Uist, Groatay, Dun Mhic Laitheann, Western Isles",NA,No
2674,"Boltby Scar, North Yorkshire",NA,No
2675,"Grafton Hills, North Yorkshire",NA,No
2676,"Castleberg, North Yorkshire",NA,No
2677,"Castle Dikes Camp, North Yorkshire (Castle Dykes; North Staniby)",NA,No
2678,"Rough Haw, North Yorkshire",NA,No
2679,"How Hill, North Yorkshire",NA,No
2680,"East Witton Camp, North Yorkshire",NA,No
2681,"Castle Steads, Gayles, North Yorkshire","An earthwork lying approximately 400m to the S of the fort, comprising a bank 6.5m wide and 1.5m high and ditch 10m wide and 1m deep running E-W (NZ10NW 10).  Described as a possible stock annex to Castle Steads.",Yes
2682,"Stanwick Camp, North Yorkshire (Stanwick Iron Age Fortifications)",NA,No
2683,"Round Hill, North Yorkshire",NA,No
2684,"North Uist, Eaval, An Dunan, Western Isles",NA,No
2685,"Harris, Strond, Dun Boraigeo, Western Isles (Boraiges Point)",NA,No
2686,"Harris, Dun Stuaidh, Western Isles",NA,No
2687,"Canna, Dun Teadh, Highland (Garrisdale)",NA,No
2688,"Canna, Dun Channa, Highland",NA,No
2689,"Canna, Rubha Nic Eamoin, Highland (Rudha Nic Eamoin; Tarbert)",NA,No
2690,"Sanday, Sean Dun, Highland (Dun Easubric; Greod; Suileabhaig; Canna)",NA,No
2691,"Skye, Dun Neill, Highland (Ardmore)",NA,No
2692,"Skye, Annait, Bay River, Highland (Fairy Bridge)",NA,No
2693,"Skye, Geary, Highland",NA,No
2694,"Rum, Kilmory, Highland",NA,No
2695,"Rum, Shellesder, Highland",NA,No
2696,"Rothley Stell, Northumberland (The Stell)",To the E of the main enclosure. The annex cuts across the outer ditch and counterscarp of the main enclosure in the N and therefore post-dates its construction. Single bank and ditch 7.5m wide and 1.5m deep with an entrance in the E.,Yes
2697,"Skye, Rubh' An Dunain, Highland (Rudh' An Dunain)",NA,No
2698,"Skye, Dun Taimh, Highland (Beinn Dhubh, Gesto)",NA,No
2699,"Catcherside Camp, Northumberland (Camp Hill)",NA,No
2700,"Skye, Dun Mor, Struanmore, Highland (Struan)",NA,No
2701,"Skye, Ullinish, Highland",NA,No
2702,"Skye, Dun Santavaig, Highland",NA,No
2703,"Skye, Peinduin, Highland (Pe An Duin)",NA,No
2704,"Skye, Dun na H'Airde, Greshornish Point, Highland",NA,No
2705,"Skye, Dun Maraig, Highland (Poll na h-Ealaidh)",NA,No
2706,"Skye, Meall An Duna, Greshornish, Highland",NA,No
2707,"Skye, Dun Skudiburgh, Highland",The outworks create a small triangular annexe of about 0.05ha on the N. It is not impossible that these outer works were part of a free-standing enclosure.,Yes
2708,"Skye, Dun Liath, Highland",NA,No
2709,"Skye, Portee, Dun Gerashader, Highland",NA,No
2710,"Skye, Dun Torvaig, Highland",NA,No
2712,"Skye, Creag Nam Mann, Highland",NA,No
2713,"Skye, Dun Adhamh, Highland (Dun Aidh)",NA,No
2714,"Skye, Dun Eyre, Highland",NA,No
2715,"Skye, Dun Vallerain, Highland",The outer wall forms a small annexe on the only accessible flank. It extends to about 0.05ha within a wall about 1.5m in thickness and has an entrance on the N.,Yes
2716,"Skye, Dun Beag, Balmeanach, Staffin, Highland",NA,No
2717,"Skye, Tom na h-Uraich, Highland",NA,No
2718,"Skye, Dun Mor, Torrin, Highland",NA,No
2719,"Skye, Dun Vlargveg, Highland",NA,No
2720,"Skye, Dun Grianan, Tote, Highland (Dun Creanan)",NA,No
2721,"Skye, Rigg, Highland",NA,No
2722,"Skye, Dun Dearg, Valtos, Highland",NA,No
2723,"Dun Ban, Doune, Highland",NA,No
2724,"Am Baghan Burblach, Highland",NA,No
2725,"Ardintoul, Highland",NA,No
2726,"Carn na Sean-Chreag, Highland",NA,No
2727,"An Dun, Gairloch, Highland",NA,No
2728,"Creagan Fhamhair, Highland",NA,No
2729,"Skye, Dun Borve, Highland",NA,No
2730,"Skye, Dun A'Cheitechin, Highland",NA,No
2731,"Skye, Dun Cruinn, Highland",NA,No
2732,"Skye, Ard Beg, Highland",NA,No
2733,"Skye, Sgoir Beag, Highland",NA,No
2734,"Skye, Dun Ardtreck, Highland (Ardtreck Point)",NA,No
2735,"Skye, Dun Borve, Cuidrach, Highland",The featureless annexe wall takes in two lower terraces on the E and also protected the entrance to the inner enclosure.,Yes
2736,"Skye, Druim Nan Slochd, Highland (Flodigarry Hotel)",NA,No
2737,"Skye, Lochan Nan Dunan, Highland (Loch An Dunan)",NA,No
2738,"Skye, Knock, Highland",NA,No
2739,"Skye, Dun Acardinon, Highland (Carn Breac)",NA,No
2740,"Skye, Dun Ban, Highland",NA,No
2741,"Skye, Dun Boreraig, Highland",NA,No
2742,"Gunnerside, North Yorkshire",NA,No
2743,"Skye, Loch An Iasgaich, Highland",NA,No
2744,"Eilean Donan Castle, Highland (Castle Donnan; Ellan Donnan; Loch Duich)",NA,No
2745,"Torran a' Bharraich, Highland",NA,No
2746,"Am Baghan Galldair, Highland",NA,No
2747,"Loch Thurnaig, Highland (Dunan Mor)",NA,No
2748,"Dunan Diarmid, Highland",NA,No
2749,"Skye, Dun Colbost, Highland",NA,No
2750,"Skye, Dun Gearymore, Highland",NA,No
2751,"Skye, Dun Geilbt, Highland (Dalavil)",NA,No
2752,"Skye, Dun Hallin, Highland",NA,No
2753,"Skye, Dun Garsin, Highland",NA,No
2754,"Skye, Dun Suladale, Highland (Dun Suledale)",NA,No
2755,"Skye, Dun Flashader, Highland",NA,No
2756,"Skye, Dun Bornaskitaig, Highland (Bornesketaig)",NA,No
2757,"Barra, Dun Ban, Western Isles (Dun Bahn; Ben Tangaval)",NA,No
2758,"Lewis, Rubha Geodh' An T-Slaucain, Western Isles (Mangersta)",NA,No
2759,"Lewis, Mangursta, Stac Dhomnuill Chaim, Western Isles (Mangersta)",NA,No
2760,"Lewis, Gob Eirer, Western Isles",NA,No
2761,"Lewis, Gob a' Chuthail, Western Isles (Berie; Brog An Eich; Beiridh)",NA,No
2762,"Lewis, Rudha na Berie, Dun a' Bheirgh, Western Isles (Rudha na Beiridhe)",NA,No
2763,"Lewis, Stac a' Chaisteil, Western Isles",NA,No
2764,"Lewis, Dun Bharclin, Western Isles",NA,No
2765,"Lewis, Rudha Shilldinish, Western Isles (Rubha Shilldinish; Rubdha Shilldinish, Holm)",NA,No
2766,"Lewis, Sheshader, Dun Dubh, Western Isles",NA,No
2767,"Lewis, Rubha na Greine, Western Isles",NA,No
2768,"Lewis, Dun Mor, Western Isles",NA,No
2769,"Lewis, Dun Bhilascleiter, Western Isles (Dun Bilascleiter; Dun Bhilascleittir)",NA,No
2770,"Lewis, Creag Dubh, Western Isles (Creag Dhubh; Rudha na Cloiche Buin)",NA,No
2771,"Lewis, a' Bheirghe, Port of Ness, Western Isles (Callicvol; Callicbhol Neo Post Nis; Port of Ness)",NA,No
2772,"Lewis, Port of Ness, Dun Eistean, Western Isles (Tigh Nan Arm)",NA,No
2773,"Lewis, Dun Eorradail, Western Isles",NA,No
2774,"Llandegley Rocks (West Enclosure), Powys",NA,No
2775,"The Whimble, Powys",NA,No
2776,"a' Chlach Thuill, Highland (The Split Rock, Clachtoll)",NA,No
2777,"Culkein, An Dunan, Highland (Bay of Culkein)","Slight outer wall cutting across the promontory might be regarded as an annexe, doubling the size of the enclosed area.",Yes
2778,"Dun Canna, Highland","The outer wall, enclosing an additional 0.13ha has been described as forming an annexe to the inner enclosure, ut there is no reason to believe they are contemporary and that the outer enclosure has not been a free-standing fortification.",No
2779,"Eilean Nan Caorach, Highland",NA,No
2780,"Langwell, Tor a' Chorcain, Highland (Torr a' Chorcain)",NA,No
2781,"Seanachaisteal, Highland",NA,No
2782,"Aodann Mhor, Highland (Seanchaisteal)",NA,No
2783,"Muie, Highland",NA,No
2784,"Mas na Buaile, Highland",NA,No
2785,"East Kinnauld, Highland (East Kinnauld 2)","The bank that drops down on the SW and possibly extends round the crest of the outcrops on the S and E, is possibly an annexe enclosing about 0.3ha.",Yes
2786,"Duchary Rock, Highland",NA,No
2787,"Ben Griam Beg, Highland","At least two annexes on the N (0.3ha) and W (0.95ha), but of unknown relationship to the enclosure on the crest of the ridge.",Yes
2788,"Dun Mhairtein, Highland",NA,No
2789,"An Dun, Baligill, Highland",NA,No
2790,"An Tornaidh Bhuidhe, Highland",NA,No
2791,"Rubha Bhra, Portskerra, Highland",NA,No
2792,"Loch a' Bhealaich, Highland (Havaig)",NA,No
2793,"An Dun, Clachtoll, Highland",NA,No
2794,"Dun Mhaigh, Highland (Dun Haig; Dun Maigh; Dun na Maigh)",NA,No
2795,"Dun Chealamy, Highland",NA,No
2796,"Carn Liath, Highland (Dunrobin)",NA,No
2797,"Kilphedir, Highland (Kilphader Tower)",NA,No
