Main_Atlas_Number,Main_Display_Name,Enclosing_Area_1,Enclosing_Area_2,Enclosing_Area_3,Enclosing_Area_4,Enclosing_Enclosed_Area,Enclosing_Area,Enclosing_Max_Ramparts,Enclosing_NE_Quadrant,Enclosing_SE_Quadrant,Enclosing_SW_Quadrant,Enclosing_NW_Quadrant,Enclosing_Ditches_Number,Enclosing_Summary,Enclosing_Multiperiod_Comments,Enclosing_Circuit_Comments,Enclosing_Quadrant_Comments,Enclosing_Surface_Comments,Enclosing_Excavation_Comments,Enclosing_Gang_Working_Comments,Enclosing_Ditches_Comments,Enclosing_Multiperiod,Enclosing_Circuit,Enclosing_Current_Part_Uni,Enclosing_Current_Uni,Enclosing_Current_Part_Bi,Enclosing_Current_Bi,Enclosing_Current_Part_Multi,Enclosing_Current_Multi,Enclosing_Current_Unknown,Enclosing_Period_Part_Uni,Enclosing_Period_Uni,Enclosing_Period_Part_Bi,Enclosing_Period_Bi,Enclosing_Period_Part_Multi,Enclosing_Period_Multi,Enclosing_Surface_None,Enclosing_Surface_Bank,Enclosing_Surface_Wall,Enclosing_Surface_Rubble,Enclosing_Surface_Walk,Enclosing_Surface_Timber,Enclosing_Surface_Vitrification,Enclosing_Surface_Burning,Enclosing_Surface_Palisade,Enclosing_Surface_Counter_Scarp,Enclosing_Surface_Berm,Enclosing_Surface_Unfinished,Enclosing_Surface_Other,Enclosing_Excavation_Nothing,Enclosing_Excavation_Bank,Enclosing_Excavation_Wall,Enclosing_Excavation_Murus,Enclosing_Excavation_Timber_Framed,Enclosing_Excavation_Timber_Laced,Enclosing_Excavation_Vitrification,Enclosing_Excavation_Burning,Enclosing_Excavation_Palisade,Enclosing_Excavation_Counter_Scarp,Enclosing_Excavation_Berm,Enclosing_Excavation_Unfinished,Enclosing_Excavation_No_Known,Enclosing_Excavation_Other,Enclosing_Gang_Working,Enclosing_Ditches
1769,"Caer Carreg-y-Fran, Cwm Glo, Gwynedd (Carreg y Fran; Pen-y-Gaer)",1.1,-1.0,-1.0,-1.0,1.1,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,"Ruinous stone wall c. 2.4m wide faced with laid masonry, follows the edge of the hilltop. No ditch. 1.1ha.",NA,Ruinous wall.,NA,Ruinous stone wall c. 2.4m wide faced with laid masonry.,NA,NA,No ditch visible.,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1770,"Greenaton, South Lanarkshire",0.28,-1.0,-1.0,-1.0,0.28,-1.0,3.0,1.0,3.0,0.0,0.0,2.0,At least three ramparts with intermediate ditches,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1772,"Dinas, Ty-Du, Gwynedd",0.18,-1.0,-1.0,-1.0,0.18,-1.0,1.0,0.0,0.0,1.0,1.0,0.0,"Only W end survives, but possibly originally oval in shape c. 91m ENE-WSW by 24m wide. Outer face of rampart composed of large blocks and orthostatics ,with spaces inwards with smaller masonry. Inner face destroyed but total thickness at least 2m.  No ditch. 0.18ha.",NA,NA,NA,"Stone-walled site. Outer face of rampart composed of large blocks and orthostatics, with spaces inwards with smaller masonry.",NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1773,"Pen-y-Bryn, Cymer, Gwynedd (Cymer)",0.44,-1.0,-1.0,-1.0,0.44,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,"Sited on a rocky boss (Pen-y-bryn) on spur, the fort is best preserved at NE end where there is a low grass bank (formerly a wall?), c. 10m wide and 1.0m-1.3m high, thrown across the neck of land from the massif. Traces of wall around the rock can still be seen. No ditch. 0.44ha.",NA,NA,NA,Possibly walled site.,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1774,"Pared y Cefn Hir, Gwynedd (Pared y Cefn-Hir)",1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,"NE end has rough walling. Massive semicircular wall formerly c. 3.7 m thick (and now an 8m mass of tumbled stone) extends from one precipitous drop to the other across the ridge for some 46m and cutting off a roughly 350m extent of ridge-crest to SW, resting on precipitous crags on NW. The ridge itself averages 18-21m only in width and is protected along the sides by natural rock barriers.",NA,Much use made of natural defence. Quadrants estimated.,NA,Stone-walled site.,NA,NA,Approach to the N via a terraceway up the hillslopes through deep rock-cut ditch and from the S through a gully. ,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1775,"Bryn Rhydd, Gwynedd",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,Circular enclosure comprising two concentric ditches on hill.,Area not defined.,Quadrants estimated.,NA,No details.,NA,NA,Two concentric ditches.,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1777,"y Gaer, Ystum Gwadnaeth, Gwynedd (Caer, Ystum Gwadnaeth)",0.08,-1.0,-1.0,-1.0,0.08,-1.0,1.0,0.0,1.0,1.0,1.0,0.0,On NE the sheer slope gives adequate defence and on the other quarters there is a now denuded and tumbled surrounding stone wall 0.9m-1.2m at its base. No ditch.,Internal area estimated.,Precipitous slope defence on NE.,NA,Stone-walled site.,NA,NA,No ditch.,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1778,"Achill Beg, Mayo (Achill Beg) (Dunnagurrogh)",0.01,-1.0,-1.0,-1.0,0.01,0.05,2.0,0.0,2.0,0.0,0.0,2.0,"Enclosed on the SE by a fence 'apparently the rebuilt outer ring of the dñn' (Westropp 1914, 313). Inside this line a ditch 3.6m wide and 1.2m deep runs across the neck in a straight line over a distance of 10m and is crossed by a central causeway 1.8m wide, while a further 6.4m NW a possible second, filled-in ditch is recorded 2.7m wide. Within this ditch an inner stone wall was described by Westropp as '6 feet thick, and dips back in a sharp angle like a bastion; beside it to the north was a gateway 6 feet wide, and lined with set slabs' (1914, 313). A low bank 1.8m wide and 0.9m high can be traced round the margin of the promontory and encloses an area of 0.01ha.",NA,NA,NA,NA,NA,NA,NA,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1779,"Craigie Burn, South Lanarkshire",0.38,-1.0,-1.0,-1.0,0.38,1.13,2.0,2.0,2.0,2.0,2.0,1.0,Twin banks with a medial ditch,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1780,"Moel Offrwm, Gwynedd (Foel Offrwm)",0.73,-1.0,-1.0,-1.0,0.73,-1.0,2.0,0.0,2.0,2.0,0.0,2.0,"Defined by two stone walls, the main enclosing the craggy summit ,which follows the edge of the steep drop with weak rock-cut ditch at its foot, but with precipitous slopes and crags on N providing defence. On S and SE sides there is an outer wall.",Outer dependent enclosure or annexe area c. 0..8ha.,On N natural defences.,NA,Stone-walled site. Possibly unfinished.,NA,NA,Weak rock-cut ditch below main wall and possible ditch to annexe. ,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1781,"Moel Offrwm Lower Camp, Gwynedd (Foel Offrwm (Lower); Nannau)",0.14,-1.0,-1.0,-1.0,0.14,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,"Single, ruinous, dry-stone wall, part double in places, is strongest on the S side with a great mass of fallen material and delineates the site. No ditch. 0.14ha.",NA,NA,NA,Stone-walled site.,NA,NA,NA,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
1782,"Moel Faner, Gwynedd (Foel Faner)",0.21,-1.0,-1.0,-1.0,0.21,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Stone wall in ruinous state c. 2.7m-3m wide at its base constructed in short straight lengths around the hilltop. Possibly around 2m high when original. Best on N side. Deliberate slighting has been suggested (Bowen and Gresham 1967, 153). One wall purposely thickened to increase the length of the entrance passage, and protected outside by a mound and ditch. 0.21ha.",NA,NA,NA,Stone-walled site.,NA,Possibly. Stone wall in ruinous state c. 2.7m-3m wide at its base constructed in short straight lengths around the hilltop.,NA,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes
1783,"Castell-y-Gaer, Llangelynin, Gwynedd",0.16,-1.0,-1.0,-1.0,0.16,-1.0,2.0,2.0,1.0,1.0,2.0,2.0,"Stone and earth defences of possible single design. Main inner defence of a stone wall surrounding the flat top of the spur, some 3.6m to 4.5m wide at its base, has been heavily robbed for stone, with only remnants left on S and E sides. A small scarp is formed by the cutting back of the natural slope. Across the neck of the spur is an impressive bank between two ditches, rising to about 3.6m from the bottom of the outer ditch. 0.16ha.",NA,NA,NA,Stone and earth defences of possible single design.,NA,NA,NA,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1784,"Bwlch, Llangelynin, Gwynedd",3.0,-1.0,-1.0,-1.0,3.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,"Narrow stony rampart encircling rounded summit, partly fossilised in later field boundaries. No ditch.",Area not defined precisely.,Quadrants estimated.,NA,Possible stone-walled site.,NA,NA,NA,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1785,"Foel Caethle, Tywyn, Gwynedd",0.26,-1.0,-1.0,-1.0,0.26,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,"Defined by scarps/banks, including craggy outcrops on N. Possible second bank/counterscarp on SE and NW. No ditches. 0.26ha. Possible evidence of palisade slots may suggest site unfinished.",Area estimated.,Quadrants unsure. Second bank on SE and NW defined as counterscarp.,NA,Probable stone-walled site. Possible second bank is counterscarp on SE and NW. Possible evidence of palisade slots may suggest site unfinished.,NA,NA,NA,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1786,"Mynydd Mynytho, Gwynedd",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,Angular crescentic stony bank resting against base of steep natural slopes on NE.,Area not defined.,Quadrants estimated.,NA,Stony bank - Probably rubble banks.,NA,NA,Not defined.,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1788,"Bwlch Ffordd Isa, Gwynedd",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,"Inner enclosure measures c. 34m diameter, and a partial outer enclosure measuring approx. 64m diameter. Enclosure appears to be open on W side.",Area not defined.,Suggested by ditches,NA,NA,NA,NA,Not defined.,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1789,"Maesoglan Farm, Gwynedd",0.07,-1.0,-1.0,-1.0,0.07,-1.0,2.0,1.0,1.0,2.0,2.0,2.0,"Inner oval enclosure measures approx. 35m x 24m, with a broad ditch. There are traces of a concentric outer ditch on W side.",Area estimated,Suggested by ditches,NA,NA,NA,NA,Broad ditch and traces of a concentric outer ditch on W side.,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1790,"Hillhead, South Lanarkshire",0.25,0.5,-1.0,-1.0,0.5,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,Twin banks with a medial ditch forming the outer enclosure and a single bank and ditch the inner,NA,Representing the outer enclosure below and omitting the inner,NA,NA,NA,NA,NA,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1791,"Achill Beg, Mayo (Achill Beg) (Dunkilmore)",0.12,0.59,1.92,-1.0,1.92,2.29,3.0,0.0,3.0,0.0,0.0,4.0,"Three separate sets of defences are recorded on the peninsula, each enclosing a separate headland. The outermost defences are those named 'Dñn Kilmore', which comprise a curved ditch 3m wide and 1.2m deep drawn across easternmost neck joining the headland to the mainland of the island. Its rampart is an earthen, externally stone-faced bank c. 6m thick and standing 3m above the bottom of the external ditch and 1.5m high internally. The external facing is composed of slab stonework in level courses with a well-constructed batter, and has been carried back westwards in a gentle curve along the cliff-edge on the N of the neck. On the E it has an entrance 1.8m wide lined with large slabs. Between this and a ringfort that spans the neck immediately to the rear of these defences, kerb of slabs barely rising above the ground was noted by Westropp running NNW and SSE (Westropp 1914, 314).  The second occupies the southern arm of the headland. Its defences comprise three banks with intermediate ditches that cut across the neck of the headland over a distance of 37m. The inner bank is 2m-3.5m wide, nearly levelled but once capped by a stone rampart. The ditch outside it is 4.8m wide and in parts 2.1m deep. The middle bank was 4.8m wide with the foundation of a dry-stone wall on its outer edge, and the ditch between it and the outer bank 3m wide and 1.5m deep; the outer bank was in a bad state of repair when visited by Westropp in 1914, but was 2.4m wide.  The third fortification, occupying the northern arm of the headland is defended at the neck by the remains of a mortared wall. Outside the wall, however, is a bank and a drystone wall with an external ditch  8.5m wide and 2.7m deep; there are also faint traces of an outer wall. Westropp notes that in 1909 a 'mortar-built gatehouse with rude loopholes stood in part to the N side but heavy rains had produced a slide of all the top soil and ruin' (1914, 314). The mortar-built inner wall of the gatehouse measured 3m thick and 1.2m high.","Three seperate areas are enclosed on the headland. Dun Kilmore (1.24ha), The Dun (0.78ha) and The Dancan (0.25ha).","Three separate sets of defences are recorded on the peninsula, each enclosing a separate headland. The inner on the southern headland is elaborated below.",NA,The defences at Dñn Kilmore are composed of an earthen stone faced bank. The works at The Dñn are composed of two banks and wall foundations while the last headland is defended by two walls.,NA,NA,Ditches are recorded at each of the narrow necks of the three headlands,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1792,"The Larches Camp, Monmouth",0.24,-1.0,-1.0,-1.0,0.24,1.24,1.0,1.0,1.0,1.0,1.0,1.0,"Defined on W, S and E by single bank and outer ditch. Bank rises to 1.2m N of entrance on middle W side. Less high S of entrance. On S side steep-sided bank to 3.5m externally and outside ditch to 1.5m deep. Also 3m wide berm outside bank to N of entrance. N side scarped above natural slope.",NA,NA,NA,Bank of stone construction. 3m wide berm outside bank to N of entrance.,NA,NA,NA,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1793,"Gwersyll, Rhondda Cynon Taff",0.2,-1.0,-1.0,-1.0,0.2,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,"Considered unfinished (RCAHMW 1976, 22-3), with semi-circular rampart visible on E, SE and SW, to 11m wide and 2m high, with ditch and counterscarp. On aerial photograph very faint traces of setting out mark complete circuit. Bank c. 52m in diameter and enclosed internal area completed would have been c. 0.2ha.",Enclosed internal area of completed fort would have been c. 0.2ha.,Possibly unfinished fort.,NA,Considered unfinished. On aerial photograph very faint traces of setting out mark complete circuit.,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1794,"The Bulwarks Camp, Porthkerry, Vale of Glamorgan",4.1,-1.0,-1.0,-1.0,4.1,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,"Sea cliffs define eroded S boundary, and on N and E by steep drops, but W approach is level where  main defences found of an outer ditch and two massive close-set ditched banks extending to c. 50m overall. Banks tend to be reduced to terraces on N and E.",NA,Absent to S.,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1795,"Glyn-Neath, Neath Port Talbot",0.1,-1.0,-1.0,-1.0,0.1,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,"Steep slopes to NW and SW form natural defence, but modern gardens confuse matters. On NE and SE banks visible, on the former now a straight terrace above a scarp c. 1.3m high with traces of ditch c. 4.5m wide and counterscarp. The bank on the SE is largely spread to 0.3m high.",NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1796,"Carn Caca, Neath Port Talbot",0.1,-1.0,-1.0,-1.0,0.1,-1.0,2.0,0.0,2.0,1.0,2.0,2.0,"Defined by two earthen banks and ditches, the inner bank c. 3m-3.5m wide and up to 1m from base of ditch on NW, where best preserved; outer less. Inner ditch to 4m width and 0.7m deep. NE natural slope defence.",NA,Natural slopes on NE. Outer bank on SW destroyed by hollow trail.,NA,NA,NA,NA,NA,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1797,"Sully Island, Vale of Glamorgan (Danish Fort)",0.4,-1.0,-1.0,-1.0,0.4,-1.0,3.0,0.0,0.0,3.0,3.0,3.0,"Three widely spaced ramparts more like a defended homestead. Inner rampart, cutting off the subsidiary promontory at point of contraction, fronted by ditch, possibly revetted or walled in stone.Outermost defence is a ditch, scarp and bank up to 2 m high. Where the promontory narrows to E, the inner line is of another low scarp and remains of a ditch.","Area only 0.4ha now, but much affected by coastal erosion and probably at least twice the size.",NA,NA,"Inner rampart, cutting off the subsidiary promontory at point of contraction, fronted by ditch, possibly revetted or walled in stone.",NA,NA,NA,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1798,"Lle'r Gaer, Rhondda Cynon Taff (Cwm Llywd)",0.5,-1.0,-1.0,-1.0,0.5,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,"Single bank, nearly lost through cultivation, now c. 9m wide and 1m high. No ditch recorded.",NA,NA,NA,NA,NA,NA,"No ditch recorded, but probably buried feature.",No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1799,"Covington Mains, South Lanarkshire",0.15,-1.0,-1.0,-1.0,0.15,0.33,3.0,2.0,2.0,3.0,2.0,3.0,"twin ditches, presumably with upcast ramparts, and a third, narrow, ditch on the SW",NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1800,"Lodge Wood Camp, Newport (Lodge Hill Camp; Belinstock)",0.4,2.2,-1.0,-1.0,2.2,-1.0,5.0,3.0,2.0,5.0,3.0,5.0,"Mostly defined by three, but up to five banks and ditch on S side (seemingly incorporating earlier line between second and third ramparts of W end of S side). Other additional banks to W and N additional lengths of bank and ditch.",Inner enclosure c. 0.4ha; outer 2.2ha.,NA,NA,NA,Timber-laced earth and rubble banks. Revetting.,NA,Some V-shaped.,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
1801,"Wenallt Camp, Cardiff",0.2,-1.0,-1.0,-1.0,0.2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Bank and ditch, c. 12m wide and to 1.5m high. Bank externally revetted on upper side with large blocks. Possible counterscarp, or maybe just debris from nearby quarry.",NA,NA,NA,"Bank externally revetted on upper side with large blocks. Possible counterscarp, or maybe just debris from nearby quarry.",NA,NA,NA,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1802,"Grimthorpe, East Riding of Yorkshire",3.1,-1.0,-1.0,-1.0,3.1,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Recorded as a shadow site and cropmarks on an aerial photograph. Circular in plan, a survey in 1959 showed the rampart survived between 1.2-1.5m high in woodland to the N, but was plough levelled elsewhere (Dymond 1959). Quarrying had destroyed all traces of the defences in the S. Excavations in 1961-2 showed the ditch had a rounded profile, 1.8-2.1m deep and 3-4.5m wide. A berm 3.7-4.6m wide lay on the inside of the ditch beyond which was a levelled rampart marked out by two rows of postholes spaced at intervals of between 1.8-3m, for a timber frame, which would have contained chalk blocks.",NA,Now destroyed in the S,NA,NA,NA,NA,NA,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes
1803,"Far Gregory Enclosures, North Yorkshire",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,"Survives as shorts lengths of collapsed, possibly coursed stone walling, 3m wide and 1m high and natural limestone outcrops. It comprises three compartments, covering 35m E-W by 17m transversely",NA,NA,NA,NA,NA,NA,No ditches recorded,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1804,"Caerau, Llantrisant, Rhondda Cynon Taff (Rhiw Season Caerau)",3.6,-1.0,-1.0,-1.0,3.6,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,"Two close-set banks and ditches with counterscarp once existed for most of circuit, but well-preserved NE defences destroyed in 1960's and counterscarp and outer ditch mostly gone. On far S side outer bank absent and inner continued along crest of the steep slope and now levelled.",NA,"Outer defences on NE mostly destroyed, but existed before 1960's.",NA,NA,NA,NA,Outer ditch mostly gone.,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1805,"Ballytoothy More (Clare Island), Mayo (Clare Island) (Doonulia Or Dunallia)",0.1,-1.0,-1.0,-1.0,0.1,0.18,1.0,0.0,0.0,1.0,0.0,0.0,The top of the slope above the narrow neck of promontory is defended by a low earthen bank c. 1m high running around to the N where it stops due to coastal erosion.,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1806,"Ballytoothy More (Clare Island), Mayo (Clare Island) (Doontraneen of Duntraw (Fort of The Strand Or Ebb))",0.11,-1.0,-1.0,-1.0,0.11,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Heavy erosion of the summit of the stack has removed any trace of defences,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
