Atlas_Number,Investigations_Display_Name,Investigations_Date,Investigations_Type,Investigations_Comments,Investigations_Date_From,Investigations_Date_To
2793,SC2793,1974,Other,Surveyed at 1,1974,1974
2793,SC2793,1980,Other,Visited by the OS,1980,1980
2793,SC2793,1984,Other,"Description by Euan MacKie (2007, 614-16)",1984,1984
2793,SC2793,2008,Earthwork Survey,Plan by RCAHMS (GV005330 & SC1365665; SC1365663 ),2008,2008
2793,SC2793,2010,Earthwork Survey,"Broch scanned by AOC archaeology (Cavers and Hudson 2010, 9-10, fig 9)",2010,2010
2793,SC2793,2011,Excavation,Limited investigations of the broch as part of a programme of consolidation (Barber 2011),2011,2011
2794,SC2794,1874,1st Identified Map Depiction,"Annotated 'Pictish Tower' on the 1st edition OS 6-inch map (Sutherland 1878, sheet 25)",1874,1874
2794,SC2794,1909,Other,"Description (RCAHMS 1911, 183-4, no.527)",1909,1909
2794,SC2794,1937,Other,Scheduled,1937,1937
2794,SC2794,1960,Other,Visited by the OS,1960,1960
2794,SC2794,1963,Other,"Description by Euan MacKie (2007, 626)",1963,1963
2794,SC2794,1978,Earthwork Survey,Plan at 1,1978,1978
2794,SC2794,1978,Other,Revised at 1,1978,1978
2794,SC2794,1985,Other,Revisited by Euan MacKie,1985,1985
2794,SC2794,2003,Other,"Euan MacKie observes evidence of reconstruction since 1985 (2007, 626)",2003,2003
2795,SC2795,1867,1st Identified Written Reference,"Noted (Horsburgh 1868, 272)",1867,1867
2795,SC2795,1873,1st Identified Map Depiction,"Annotated 'Pict's House' on the 1st edition OS 6-inch map (Sutherland 1878, sheet 27)",1873,1873
2795,SC2795,1909,Other,"Description (RCAHMS 1911, 60, no.179)",1909,1909
2795,SC2795,1960,Other,"Outworks noted by Alison Young (1962, 189)",1960,1960
2795,SC2795,1960,Other,Visited by the OS,1960,1960
2795,SC2795,1979,Other,Visited by the OS,1979,1979
2795,SC2795,1985,Other,"Description and sketch-plan (Swanson 1988, 730-32, cited by MacKie 2007, 634-5)",1985,1985
2795,SC2795,1993,Other,Scheduled,1993,1993
2796,SC2796,1769,1st Identified Written Reference,"Visited by Thomas Pennant (Pennant 1772, 156-7)",1769,1769
2796,SC2796,1868,Excavation,"By the 3rd Duke of Sutherland (Joass 1873, 102-7)",1868,1868
2796,SC2796,1872,Other,"Annotated Pictish Tower on the OS (Sutherland 1879, sheet 106)",1872,1872
2796,SC2796,1909,Other,"Description (RCAHMS 1911, 91-2, no.270)",1909,1909
2796,SC2796,1935,Other,Scheduled,1935,1935
2796,SC2796,1962,Other,Resurveyed at 1,1962,1962
2796,SC2796,1963,Other,"Description by Eaun MacKie (2007, 647)",1963,1963
2796,SC2796,1971,Other,Clearance of the interior of the broch by a school party,1971,1971
2796,SC2796,1972,Excavation,By John Corcoran,1972,1972
2796,SC2796,1975,Earthwork Survey,Visited by the OS; plan at 1,1975,1975
2796,SC2796,1984,Excavation,Directed by Paula Love on behalf of the fore-runners of Historic Scotland (1984; 1988),1984,1984
2796,SC2796,1986,Excavation,Directed by Paula Love (1986; 1988),1986,1986
2796,SC2796,1987,Excavation,Directed by Paula Love (1987; 1988),1987,1987
2797,SC2797,1864,1st Identified Written Reference,"Sketch and note by Rev James Joass (1864, 246, pl xv fig 7)",1864,1864
2797,SC2797,1871,1st Identified Map Depiction,"Annotated 'Pictish Tower' on the 1st edition OS 6-inch map (Sutherland 1879, sheet 79)",1871,1871
2797,SC2797,1909,Other,"Description and plan of broch (RCAHMS 1911, 104-5, no.307, fig 35)",1909,1909
2797,SC2797,1938,Other,Scheduled,1938,1938
2797,SC2797,1960,Other,Visited by the OS,1960,1960
2797,SC2797,1963,Other,"Description by Euan MacKie (2007, 651-2)",1963,1963
2797,SC2797,1976,Earthwork Survey,Visited by the OS and planned at 1,1976,1976
2798,SC2798,1961,1st Identified Written Reference,Map annotation by Iain Crawford,1961,1961
2798,SC2798,1962,1st Identified Map Depiction,Visited by the OS,1962,1962
2798,SC2798,1973,Other,Visited and photographed by Helen Nisbet (1974; 1975),1973,1973
2798,SC2798,1974,Earthwork Survey,Revised at 1,1974,1974
2799,WA2799,1889,1st Identified Map Depiction,OS map.,1889,1889
2799,WA2799,2006,Other,Cambria Archaeology defended enclosures survey,2006,2006
2800,WA2800,2009,Other,Discovered by RCAHMW reconnaissance survey 2009.,2009,2009
2801,EN2801,1858,1st Identified Written Reference,null,1858,1858
2801,EN2801,1955,Other,Field investigation,1955,1955
2801,EN2801,1969,Other,Field investigation,1969,1969
2801,EN2801,1885-1900,1st Identified Map Depiction,null,1885,1900
2802,SC2802,1974,1st Identified Map Depiction,Discovery and description by the OS,1974,1974
2802,SC2802,1994,Other,Description by RCAHMS,1994,1994
2802,SC2802,2002,Other,Notes and photographs by John Wombell in Highland HER,2002,2002
2803,SC2803,1960,1st Identified Map Depiction,Discovery and description by the OS,1960,1960
2803,SC2803,1978,Other,Revised at 1,1978,1978
2803,SC2803,1985,Other,"Description and sketch-plan (Swanson 1988, 734-6, cited by MacKie 2007, 633)",1985,1985
2803,SC2803,2005,Other,Sheduled,2005,2005
2804,SC2804,1864,1st Identified Written Reference,"Noted by Rev J M Joass (1864, 360)",1864,1864
2804,SC2804,1867,Other,"Ms notes by James Horsburgh (RCAHMS DC 53087; Horsburgh 1868, 272)",1867,1867
2804,SC2804,1873,1st Identified Map Depiction,"Named in Gothic type on the 1st edition OS 6-inch map (Sutherland 1878, sheet 27)",1873,1873
2804,SC2804,1909,Other,"Description (RCAHMS 1911, 60, 181)",1909,1909
2804,SC2804,1938,Other,Scheduled,1938,1938
2804,SC2804,1960,Other,Visited by the OS,1960,1960
2804,SC2804,1978,Other,Revised at 1,1978,1978
2804,SC2804,1985,Other,"Description and sketch-plan (Swanson 1988, 727-9, cited in MacKie 2007, 635)",1985,1985
2805,SC2805,1872,1st Identified Map Depiction,"Annotated 'Pictish Tower' on the 1st edition OS 6-inch map (Sutherland 1879, sheet 97; Name Book, Sutherland, No.5, p 7)",1872,1872
2805,SC2805,1909,Other,"Description (RCAHMS 1911, 7, no.24)",1909,1909
2805,SC2805,1964,Other,Visited by the OS,1964,1964
2805,SC2805,1975,Other,Revised at 1,1975,1975
2806,SC2806,1871,1st Identified Map Depiction,"Annotated Pictish Tower on the 1st edition OS 6-inch map (Sutherland 1879, sheet 66; Name Book, Sutherland, No.26, p38)",1871,1871
2806,SC2806,1909,Other,"Description (RCAHMS 1911, 106, no.313)",1909,1909
2806,SC2806,1991,Other,Description by RCAHMS,1991,1991
2807,SC2807,1871,1st Identified Written Reference,Appears in a list appended to a paper read in 1871 and first published in 1874 (Anderson 1890),1871,1871
2807,SC2807,1960,1st Identified Map Depiction,Visited by the OS,1960,1960
2807,SC2807,1977,Earthwork Survey,Revised at 1,1977,1977
2807,SC2807,1980,Other,"Surveyed by R J Mercer (1980, 149)",1980,1980
2807,SC2807,1985,Other,"Description and sketch-plan (Swanson 1988, 763-5, cited in MacKie 2007, 648)",1985,1985
2808,SC2808,1776,1st Identified Written Reference,"Charles Cordiner (1780, 73-5)",1776,1776
2808,SC2808,1871,1st Identified Map Depiction,"Annotated Pictish Tower on the 1st edition OS 6-inch map (Sutherland 1879, sheet 88; Name Book, Sutherland, No.26, p 68)",1871,1871
2808,SC2808,1880,Other,"Description and sketch-plan by Sir Arthur Mitchell (1881, 310-11, figs 6, 7, & 10)",1880,1880
2808,SC2808,1909,Other,"Description and plan of broch (RCAHMS 1911, 7-9, no.25, fig 1)",1909,1909
2808,SC2808,1935,Other,Scheduled,1935,1935
2808,SC2808,1963,Other,"Description by Euan MacKie (2007, 632-3)",1963,1963
2808,SC2808,1964,Other,Visited by the OS,1964,1964
2808,SC2808,1976,Earthwork Survey,Revised at 1,1976,1976
2808,SC2808,1985,Earthwork Survey,"Euan MacKie planned the central court of the broch (2007, 632-3).",1985,1985
2809,SC2809,1760,1st Identified Written Reference,"Noted in passing by Richard Pococke (1887, 130)",1760,1760
2809,SC2809,1873,1st Identified Map Depiction,"Named in Gothic type on the 1st edition OS 6-inch map (Sutherland 1878, sheet 9)",1873,1873
2809,SC2809,1909,Other,"Description (RCAHMS 1911, 89-90, no.264)",1909,1909
2809,SC2809,1960,Other,Visited by the OS,1960,1960
2809,SC2809,1961,Other,Scheduled,1961,1961
2809,SC2809,1971,Other,"Noted and photographed by Raymond Lamb (1980, 90, 92)",1971,1971
2809,SC2809,1978,Other,Revised at 1,1978,1978
2809,SC2809,1981,Earthwork Survey,"Plan and description by R J Mercer (1981, 71-2, fig 27)",1981,1981
2809,SC2809,2004,Earthwork Survey,Plan and photographs by J E Kirby in Highland HER,2004,2004
2810,SC2810,1982,Earthwork Survey,"Plan and description (Batey 1982, no.281); Archive held in RCAHMS",1982,1982
2810,SC2810,1983,1st Identified Map Depiction,Surveyed at 1,1983,1983
2810,SC2810,1991,Other,Scheduled,1991,1991
2811,SC2811,1774,1st Identified Written Reference,"Description by Rev G Low (1879, 38)",1774,1774
2811,SC2811,1879,1st Identified Map Depiction,"Named in Gothic type on the 1st edition OS 25-inch map (Orkney 1882, sheet 124.10)",1879,1879
2811,SC2811,1929,Earthwork Survey,"Plan and description (RCAHMS 1946, ii, 284-5, no.816, fig 364)",1929,1929
2811,SC2811,1973,Other,Surveyed at 1,1973,1973
2811,SC2811,1997,Other,Description (Wilson and Moore 1997; Coastal Zone Assessment RCAHMS MS1031/4),1997,1997
2812,WA2812,2005,Other,RCAHMW investigation.,2005,2005
2813,SC2813,1774,1st Identified Written Reference,"Noted by Rev G Low (1879, 28)",1774,1774
2813,SC2813,1879,1st Identified Map Depiction,"Named in Gothic type on the 1st edition OS 25-inch map (Orkney 1882, sheet 126.6; Name Book, Orkney, No.20, p 327)",1879,1879
2813,SC2813,1929,Earthwork Survey,"Plan and description ((RCAHMS 1946, ii, 285, no.817, fig 365; RCAHMS ORD 108/1-2)",1929,1929
2813,SC2813,1970,Other,"Noted and photographed by Raymond Lamb with plan adapted from RCAHMS (1973, 78; 1980, 52, 53, 58, 76-7; RCAHMS ORD 108/3)",1970,1970
2813,SC2813,1973,Other,Surveyed at 1,1973,1973
2813,SC2813,1997,Other,Description (Wilson and Moore 1997 and Coastal Zone Assessment held by RCAHMS MS1031/4),1997,1997
2814,SC2814,1970,Earthwork Survey,"Plan, description and photographs by Raymond Lamb (1971; 1980, 50; RCAHMS ORD 198/1)",1970,1970
2814,SC2814,1973,1st Identified Map Depiction,Description and surveyed at 1,1973,1973
2814,SC2814,1981,Other,Visited by the OS,1981,1981
2815,SC2815,1872,1st Identified Map Depiction,"Annotated 'Broch (Site of)' on the 1st edition OS 25-inch map (Caithness 1877, sheet 5.2; Name Book, Caithness, No.11, p 51)",1872,1872
2815,SC2815,1910,Other,"Description (RCAHMS 1911, 125, no.454)",1910,1910
2815,SC2815,1964,Other,Visited by the OS,1964,1964
2815,SC2815,1971,Other,"Visited and photographed by Raymond Lamb (1980, 73)",1971,1971
2815,SC2815,1981,Earthwork Survey,"Plan and description by R J Mercer (1981, 76, fig 30)",1981,1981
2815,SC2815,1981,Other,Visited by the OS,1981,1981
2816,SC2816,1873,1st Identified Map Depiction,"Annotated Broch on the 1st edition OS 25-inch map (Caithness 1877, sheet 2.9)",1873,1873
2816,SC2816,1910,Other,"Description (RCAHMS 1911, 22, no.62)",1910,1910
2816,SC2816,1965,Other,Surveyed at 1,1965,1965
2816,SC2816,1982,Other,Description (Batey 1982),1982,1982
2816,SC2816,1982,Other,Revised at 1,1982,1982
2817,SC2817,1879,1st Identified Map Depiction,"Named in Gothic type on the 1st edition OS 25-inch map (Orkney 1882, sheet 124.6)",1879,1879
2817,SC2817,1929,Other,"Described from the overlooking cliffs (RCAHMS 1946, ii, 291, no.852)",1929,1929
2817,SC2817,1973,Other,Surveyed at 1,1973,1973
2818,SC2818,1898,Excavation,"Excavation by Sir Francis Tress Barry, reported by Joseph Anderson (1901, 143; RCAHMS DC48538; C7570- 6 )",1898,1898
2818,SC2818,1905,1st Identified Map Depiction,"Annotated Brough on the 2nd edition OS 25-inch map (Caithness 1906, sheet 8.14)",1905,1905
2818,SC2818,1910,Earthwork Survey,"Plan published in the Caithness County Inventory, probably derived from John Nicolson for Sir Francis Tress Barry (RCAHMS 1911, 13-14, no.33, fig 5; RCAHMS CAD 8/1-2)",1910,1910
2818,SC2818,1963,Other,Scheduled,1963,1963
2818,SC2818,1963,Other,"Visited by Euan MacKie (2007, 476-7)",1963,1963
2818,SC2818,1965,Other,Resurveyed at 1,1965,1965
2818,SC2818,1971,Other,"Visited and photographed by Raymond Lamb (1980, 20, 74, 96)",1971,1971
2818,SC2818,1972,Excavation,"Limited clearance by Euan MacKie to obtain ground plan of broch (1972; 2007, 476-7)",1972,1972
2818,SC2818,1981,Other,Visited by Caithness Coastal Survey (Batey 1982; RCAHMS MS 154),1981,1981
2818,SC2818,1982,Other,Visited by the OS,1982,1982
2818,SC2818,1985,Other,"Description and derived plan (Swanson 1988, 562-7, cited by MacKie 2007, 476-7)",1985,1985
2819,SC2819,1873,1st Identified Map Depiction,"Annotated 'Castle' on the 1st edition OS 25-inch map (Caithness 1877, sheet 8.10)",1873,1873
2819,SC2819,1901,Excavation,"Excavated and photographed by Sir Francis Tress Barry in the 1890s and reported by Joseph Anderson (1901, 144-5; RCAHMS C7564-6; A53268-9)",1901,1901
2819,SC2819,1910,Other,"Description (RCAHMS 1911, 15-16, no.35)",1910,1910
2819,SC2819,1938,Other,Scheduled,1938,1938
2819,SC2819,1963,Other,"Description by Euan MacKie (2007, 479-80)",1963,1963
2819,SC2819,1965,Other,Resurveyed at 1,1965,1965
2819,SC2819,1971,Other,Visited and photographed by Raymond Lamb (1980),1971,1971
2819,SC2819,1972,Excavation,Limited exposure of the wall to reveal the ground-plan (MacKie 1972),1972,1972
2819,SC2819,1980,Other,Visited for the Caithness Coastal Survey (Batey 1982),1980,1980
2819,SC2819,1982,Other,Visited by the OS,1982,1982
2819,SC2819,1985,Other,"Description and sketch-plan (Swanson 1988, 553-7, cited by MacKie 2007, 479-80)",1985,1985
2819,SC2819,2000,Earthwork Survey,Total station survey (Heald and Jackson 2000),2000,2000
2820,SC2820,1895,Excavation,"By Sir Francis Tress Barry and reported by Joseph Anderson (1901, 139-42, fig 20)",1895,1895
2820,SC2820,1896,Excavation,"By Sir Francis Tress Barry and reported by Joseph Anderson (1901, 139-42, fig 20; RCAHMS SC877283)",1896,1896
2820,SC2820,1905,1st Identified Map Depiction,"Annotated Brough on the 2nd edition OS 25-inch map (Caithness 1906, sheet 14.5)",1905,1905
2820,SC2820,1910,Other,"Description (RCAHMS 1911, 159-60, no.518, fig 42)",1910,1910
2820,SC2820,1934,Other,Scheduled,1934,1934
2820,SC2820,1963,Other,"Description by Euan MacKie (2007, 477-9)",1963,1963
2820,SC2820,1965,Other,Resurveyed at 1,1965,1965
2820,SC2820,1971,Other,"Visited and photographed by Raymond Lamb (1980, 75)",1971,1971
2820,SC2820,1971,Other,"Ground plan of the inner wall-face recorded by Euan MacKie (2007, 477-9)",1971,1971
2820,SC2820,1981,Other,Visited during the Caithnes Coastal Survey (Batey 1982),1981,1981
2820,SC2820,1982,Other,Revised at 1,1982,1982
2820,SC2820,1985,Other,"Description and sketch-plan (Swanson 1988, 571-6, cited in MacKie 2007, 477-9)",1985,1985
2820,SC2820,2004,Earthwork Survey,"Survey prior to evaluation (Barber, Heald and Henderson 2004)",2004,2004
2820,SC2820,2005,Excavation,"Evaluation (Barber, Heald and Henderson 2005)",2005,2005
2820,SC2820,2011,Excavation,AOC Archaeology Group 2011,2011,2011
2820,SC2820,2011,LiDAR Survey,"Ground scan by AOC Archaeology Group (Heald, Cavers and Douglas 2011)",2011,2011
2821,SC2821,1960,1st Identified Map Depiction,Discovery and description by the OS,1960,1960
2821,SC2821,1976,Other,Revised at 1,1976,1976
2821,SC2821,2010,Other,Visited during the East Sutherland Coastal Zone Assessment Survey; GUARD report held by Highland HER,2010,2010
2822,SC2822,1872,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch Map (Caithness 1877, sheet 16.8)",1872,1872
2822,SC2822,1910,Earthwork Survey,"Plan and description (RCAHMS 1911, 96-7, no.355, fig 19)",1910,1910
2822,SC2822,1934,Other,Scheduled,1934,1934
2822,SC2822,1955,Earthwork Survey,"Plan and description RCAHMS Survey of Marginal Lands (RCAHMS CAD 2/1-3; Feachem 1963, 114)",1955,1955
2822,SC2822,1962,Other,Visited by the OS,1962,1962
2822,SC2822,1975,Other,Found afforested by Ian Ralston (1975),1975,1975
2822,SC2822,1981,Other,Revised at 1,1981,1981
2822,SC2822,1982,Earthwork Survey,"Plan of hut-circle by R J Mercer (1985,108; RCAHMS DC741)",1982,1982
2822,SC2822,1991,Other,Richard Hingley visits with a view to having the trees removed,1991,1991
2822,SC2822,2004,Other,Forestry management plan put in place following site meetings in 1999 to see fort kept cleared of trees (see Highland HER),2004,2004
2823,SC2823,1750,1st Identified Written Reference,Undated early 18th century estate plan depiction (SUD 87/1),1750,1750
2823,SC2823,1872,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch map (Caithness 1877, sheet 17.9)",1872,1872
2823,SC2823,1910,Other,"Description (RCAHMS 1911, 95, no.354)",1910,1910
2823,SC2823,1933,Other,Scheduled,1933,1933
2823,SC2823,1955,Earthwork Survey,"Plan and description for RCAHMS Survey of Marginal Lands (RCAHMS CAD 1/1-3 & DP147566-7, DP147574; Feachem 1963, 114)",1955,1955
2823,SC2823,1962,Other,Visited by the OS,1962,1962
2823,SC2823,1981,Earthwork Survey,Sketch plan at 1,1981,1981
2823,SC2823,1982,Earthwork Survey,"Plan and description by R J Mercer (1985, 108-9, fig 67; RCAHMS DC722-3)",1982,1982
2823,SC2823,1997,Other,Visited by the Hill-Fort Study Group,1997,1997
2824,SC2824,1873,1st Identified Map Depiction,"Annotated 'Fort' and 'Fosse' on the 1st edtition OS 25-inch map (Caithness 1876, sheet 1.11 & 1.15 )",1873,1873
2824,SC2824,1910,Other,"Description (RCAHMS 1911, 27, no.82)",1910,1910
2824,SC2824,1965,Other,Resurveyed at 1,1965,1965
2824,SC2824,1971,Other,"Description and photographs by Raymond Lamb (1980, 92)",1971,1971
2824,SC2824,1981,Other,Visited by the OS,1981,1981
2824,SC2824,1981,Earthwork Survey,"Plan and description by R J Mercer (1981, 77-78, fig 31)",1981,1981
2824,SC2824,1982,Earthwork Survey,Copy of a plan in Highland HER is probably from the Caithness Coastal Survey (Batey 1982),1982,1982
2825,SC2825,1873,1st Identified Map Depiction,"Annotated 'Broch (Remains of)' on the 1st edition OS 6-inch map (Caithness 1877, sheet 6; Name Book, Caithness, No.11, p 171)",1873,1873
2825,SC2825,1910,Other,"Description (RCAHMS 1911, 125, no.451)",1910,1910
2825,SC2825,1965,Other,Resurveyed at 1,1965,1965
2825,SC2825,1971,Other,"Description and photographs by Raymond Lamb (1980, 73)",1971,1971
2825,SC2825,1981,Other,"Description by R J Mercer (1981, 78)",1981,1981
2825,SC2825,1981,Other,Visited by the OS,1981,1981
2826,SC2826,1872,1st Identified Map Depiction,"Annotated Camp on the 1st edition OS 25-inch map (Caithness 1877, sheet 5.3)",1872,1872
2826,SC2826,1910,Other,"Description (RCAHMS 1911, 120, no.438)",1910,1910
2826,SC2826,1933,Other,Scheduled,1933,1933
2826,SC2826,1964,Other,Visited by the OS,1964,1964
2826,SC2826,1971,Other,"Description and photographs by Raymond Lamb (1980, 73)",1971,1971
2826,SC2826,1972,Other,visited by the OS,1972,1972
2826,SC2826,1981,Other,visited by the OS,1981,1981
2826,SC2826,1981,Earthwork Survey,"Plan and description by R J Mercer (1981, 76-8, fig 31)",1981,1981
2826,SC2826,1997,Other,Visited by the Hill-Fort Study Group,1997,1997
