References_Atlas_Number,References_Title_Name,References_Source,References_Citation
2682,"EN2682 Stanwick Camp, North Yorkshire",Haselgrove 2016,"Haselgrove, C. (ed) 2016. Cartimandua's Capital?"
2683,"EN2683 Round Hill, North Yorkshire",English Heritage n.d.,English Heritage. North York Moors Aerial Survey Mapping Summary Report National Mapping Programme 2. http
2684,"SC2684 North Uist, Eaval, An Dunan, Western Isles",Beveridge 1911,"Beveridge, E (1911) North Uist"
2685,"SC2685 Harris, Strond, Dun Boraigeo, Western Isles",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2686,"SC2686 Harris, Dun Stuaidh, Western Isles",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2688,"SC2688 Canna, Dun Channa, Highland",Feachem 1963,"Feachem, R (1963) A guide to prehistoric Scotland. Batsford"
2688,"SC2688 Canna, Dun Channa, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO; Edinburgh"
2691,"SC2691 Skye, Dun Neill, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO; Edinburgh"
2692,"SC2692 Skye, Annait, Bay River, Highland",MacCulloch 1948,"MacCulloch, J A (1948) The misty Isle of Skye. Stirling (p 42-5)"
2692,"SC2692 Skye, Annait, Bay River, Highland",Pottle and Bennett 1936,"Pottle and Bennett, F A and C H (1936) Boswell's Journal of a Tour to the Hebrides, 1773. Viking Press"
2692,"SC2692 Skye, Annait, Bay River, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2692,"SC2692 Skye, Annait, Bay River, Highland",RCAHMS 1993,"RCAHMS (1993) The Royal Commission on the Ancient and Historical Monuments of Scotland. Waternish, Skye and Lochalsh District, Highland Region"
2692,"SC2692 Skye, Annait, Bay River, Highland",Thomas 1971,"Thomas, A C (1971) The early Christian archaeology of north Britain"
2695,"SC2695 Rum, Shellesder, Highland",David 1967,"David, G C (1967) 'Rhum; Sgor Reidh, Harris Beach, Glen Shellesder, Guirdil, Loch Scresort, Samhnan Insir'. Disc Exc Scot (1967), 28"
2696,"EN2696 Rothley Stell, Northumberland",Hodgson 1827,"Hodgson, J C, 1827. History of Northumberland, part 2, vol 1. (306) (2)"
2696,"EN2696 Rothley Stell, Northumberland",Jobey 1965,"Jobey, G. 1965. Hillforts and Settlements in Northumberland. Archaeol Aeliana (4th Series) 43"
2697,"SC2697 Skye, Rubh' An Dunain, Highland",Feachem 1963,"Feachem, R (1963) A guide to prehistoric Scotland. Batsford"
2697,"SC2697 Skye, Rubh' An Dunain, Highland",MacKie 2007,"MacKie, E W (2007) The Roundhouses, Brochs and Wheelhouses of Atlantic Scotland c.700 BC-AD 500"
2697,"SC2697 Skye, Rubh' An Dunain, Highland",Martin and Martin 2010,"Martin and Martin, C and P (2010a) 'Rubh' an Dunain, Highland (Bracadale parish), field survey'. Disc Exc Scot, New Ser, 11 (2010), 88"
2697,"SC2697 Skye, Rubh' An Dunain, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2698,"SC2698 Skye, Dun Taimh, Highland",Liestol 1984,"Liestol, A (1984) 'Runes', in Fenton, A and Palsson, H The Northern and Western Isles in the Viking world"
2698,"SC2698 Skye, Dun Taimh, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2699,"EN2699 Catcherside Camp, Northumberland",Gates 2002,"Gates, T. 2002. The Archaeology of the Wallington Estate"
2699,"EN2699 Catcherside Camp, Northumberland",Hodgson 1827,"Hodgson, J C, 1827. History of Northumberland, part 2, vol 1"
2699,"EN2699 Catcherside Camp, Northumberland",Jobey 1965,"Jobey, G. 1965. Hillforts and Settlements in Northumberland. Archaeol Aeliana (4th Series) 43"
2700,"SC2700 Skye, Dun Mor, Struanmore, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2701,"SC2701 Skye, Ullinish, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2702,"SC2702 Skye, Dun Santavaig, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2702,"SC2702 Skye, Dun Santavaig, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2703,"SC2703 Skye, Peinduin, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2703,"SC2703 Skye, Peinduin, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2704,"SC2704 Skye, Dun na H'Airde, Greshornish Point, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2704,"SC2704 Skye, Dun na H'Airde, Greshornish Point, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2705,"SC2705 Skye, Dun Maraig, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2705,"SC2705 Skye, Dun Maraig, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2706,"SC2706 Skye, Meall An Duna, Greshornish, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2706,"SC2706 Skye, Meall An Duna, Greshornish, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2707,"SC2707 Skye, Dun Skudiburgh, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2707,"SC2707 Skye, Dun Skudiburgh, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2708,"SC2708 Skye, Dun Liath, Highland",Feachem 1963,"Feachem, R (1963) A guide to prehistoric Scotland. Batsford"
2708,"SC2708 Skye, Dun Liath, Highland",MacKie 1965,"MacKie, E W (1965) Excavations on two galleried duns on Skye in 1964-5 (Interim report)"
2708,"SC2708 Skye, Dun Liath, Highland",MacKie 2007,"MacKie, E W (2007) The Roundhouses, Brochs and Wheelhouses of Atlantic Scotland c.700 BC-AD 500"
2708,"SC2708 Skye, Dun Liath, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2708,"SC2708 Skye, Dun Liath, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2709,"SC2709 Skye, Portee, Dun Gerashader, Highland",Feachem 1963,"Feachem, R (1963) A guide to prehistoric Scotland. Batsford"
2709,"SC2709 Skye, Portee, Dun Gerashader, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2709,"SC2709 Skye, Portee, Dun Gerashader, Highland",Ordnance Survey n.d.,"Name Book, Ordnance Survey Object Name Books (6 inch and 1/2500 scale); available http"
2709,"SC2709 Skye, Portee, Dun Gerashader, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2710,"SC2710 Skye, Dun Torvaig, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2710,"SC2710 Skye, Dun Torvaig, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2712,"SC2712 Skye, Creag Nam Mann, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2712,"SC2712 Skye, Creag Nam Mann, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2713,"SC2713 Skye, Dun Adhamh, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2713,"SC2713 Skye, Dun Adhamh, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2714,"SC2714 Skye, Dun Eyre, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2714,"SC2714 Skye, Dun Eyre, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2715,"SC2715 Skye, Dun Vallerain, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2715,"SC2715 Skye, Dun Vallerain, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2716,"SC2716 Skye, Dun Beag, Balmeanach, Staffin, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2716,"SC2716 Skye, Dun Beag, Balmeanach, Staffin, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2717,"SC2717 Skye, Tom na h-Uraich, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2717,"SC2717 Skye, Tom na h-Uraich, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2718,"SC2718 Skye, Dun Mor, Torrin, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2718,"SC2718 Skye, Dun Mor, Torrin, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2719,"SC2719 Skye, Dun Vlargveg, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2719,"SC2719 Skye, Dun Vlargveg, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2720,"SC2720 Skye, Dun Grianan, Tote, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2721,"SC2721 Skye, Rigg, Highland",Miket et al. 1990,"Miket, R et al (1990) 'Survey'. Disc Exc Scot (1990), 25"
2722,"SC2722 Skye, Dun Dearg, Valtos, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2722,"SC2722 Skye, Dun Dearg, Valtos, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2723,"SC2723 Dun Ban, Doune, Highland",Ordnance Survey n.d.,"Name Book, Ordnance Survey Object Name Books (6 inch and 1/2500 scale); available http"
2724,"SC2724 Am Baghan Burblach, Highland",Bogle 1895,"Bogle, L (1895) 'Notes on some prehistoric structures in Glenelg and Kintail'. Proc Soc Antiq Scot 29 (1894-5), 180-90"
2724,"SC2724 Am Baghan Burblach, Highland",Feachem 1963,"Feachem, R (1963) A guide to prehistoric Scotland. Batsford"
2725,"SC2725 Ardintoul, Highland",Ritchie and Taylor 2009,"Ritchie and Taylor, M and B (2009) 'Ardintoul Fort, Highland (Glenshiel parish), fort or dun enclosure'. Disc Exc Scot, New Ser, 10 (2009), 99"
2727,"SC2727 An Dun, Gairloch, Highland",Dixon 1886,"Dixon, J H (1886) Gairloch in north west Ross-shire"
2727,"SC2727 An Dun, Gairloch, Highland",Feachem 1963,"Feachem, R (1963) A guide to prehistoric Scotland. Batsford, London (p 149)"
2727,"SC2727 An Dun, Gairloch, Highland",Graham 1947,"Graham, A (1947) 'New vitrified forts'. Proc Soc Antiq Scot.81 (1946-7), 182"
2727,"SC2727 An Dun, Gairloch, Highland",Graham 1951,"Graham, A (1951) 'Notes on some brochs and forts visited in 1949'. Proc Soc Antiq Scot 83 (1948-9), 12-24"
2727,"SC2727 An Dun, Gairloch, Highland",Thomson 1924,"Thomson, W (1924) 'An Account of several Antiquities in Gairloch Parish, Ross-shire'. Proc Soc Antiq Scot 58 (1923-4), 131-9"
2728,"SC2728 Creagan Fhamhair, Highland",Feachem 1963,"Feachem, R (1963) A guide to prehistoric Scotland. Batsford, London (p 149)"
2728,"SC2728 Creagan Fhamhair, Highland",Thomson 1924,"Thomson, W (1924) 'An Account of several Antiquities in Gairloch Parish, Ross-shire'. Proc Soc Antiq Scot 58 (1923-4), 131-9"
2729,"SC2729 Skye, Dun Borve, Highland",MacKie 2007,"MacKie, E W (2007) The Roundhouses, Brochs and Wheelhouses of Atlantic Scotland c.700 BC-AD 500"
2729,"SC2729 Skye, Dun Borve, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2729,"SC2729 Skye, Dun Borve, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2729,"SC2729 Skye, Dun Borve, Highland",Swanson 1988,"Swanson, C B (1988) A contribution to the understanding of brochs, Unpublished Ph D thesis. University of Edinburgh"
2730,"SC2730 Skye, Dun A'Cheitechin, Highland",MacKie 2007,"MacKie, E W (2007) The Roundhouses, Brochs and Wheelhouses of Atlantic Scotland c.700 BC-AD 500"
2730,"SC2730 Skye, Dun A'Cheitechin, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2730,"SC2730 Skye, Dun A'Cheitechin, Highland",Swanson 1988,"Swanson, C B (1988) A contribution to the understanding of brochs, Unpublished Ph D thesis. University of Edinburgh"
2731,"SC2731 Skye, Dun Cruinn, Highland",Feachem 1963,"Feachem, R (1963) A guide to prehistoric Scotland. Batsford"
2731,"SC2731 Skye, Dun Cruinn, Highland",MacSween 1985,"MacSween, A (1985) The Broch, Duns and Enclosures of Skye. Northern Archaeology 5-6 (1984-85), 1-57"
2731,"SC2731 Skye, Dun Cruinn, Highland",RCAHMS 1928,"RCAHMS (1928) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Ninth report with inventory of monuments and constructions in the Outer Hebrides, Skye and the Small Isles. HMSO"
2733,"SC2733 Skye, Sgoir Beag, Highland",Miket 1991,"Miket, R (1991) 'Survey'. Disc Exc Scot (1991), 43"
2734,"SC2734 Skye, Dun Ardtreck, Highland",Feachem 1963,"Feachem, R (1963) A guide to prehistoric Scotland. Batsford"
2734,"SC2734 Skye, Dun Ardtreck, Highland",MacKie 1965,"MacKie, E W (1965) Excavations on two galleried duns on Skye in 1964-5, (Interim report)"
2734,"SC2734 Skye, Dun Ardtreck, Highland",MacKie 2000,"Mackie, E W (2000) 'Excavations on Dun Ardtreck, Skye, in 1964 and 1965', Proc Soc Antiq Scot 130 (2000), 301-411"
2734,"SC2734 Skye, Dun Ardtreck, Highland",MacKie 2007,"MacKie, E W (2007) The Roundhouses, Brochs and Wheelhouses of Atlantic Scotland c.700 BC-AD 500"
